isbn,main author
9780451225603,Katie MacAlister 
9780262510875,Harold Abelson
9780345405012,Barbara W. Tuchman
9780446360876,David Morrell 
9781605041841,K.A. Mitchell
9781479129669,J.D. Stroube 
9780312575946,Jenna Black 
9781561641161,Patrick D. Smith 
9780140443486,Confucius
9780142500736,Don L. Wulffson
9780385525008,John Grisham 
9780752816999,Robert Crais
9780743455800,John le Carré
9780802140319,P.J. O'Rourke
9781452420592,Christina Worrell
9780825305184,Sherry Jones 
9780060880446,Frances Hardinge
9781463756970,Jessica Sorensen 
9780345496539,Peter F. Hamilton 
9780732296162,Indigo Bloome 
9781442417434,Lisa Schroeder 
9781475011036,J.A. Redmerski 
9781620861431,Atlas Jordan 
9781564783974,Raymond Queneau
9789380914350,Rochak Bhatnagar 
9781416986201,Dia Reeves
9780805202410,Walter Benjamin
9780140444100,Gustave Flaubert
9780547645704,Alethea Kontis 
B00DF4K3YG,Emily Snow 
9781849052627,Alexei Maxim Russell 
9781567310238,Will Durant
9780340796313,Enid Blyton
9781492213932,T.D. McMichael 
9781907056604,John Fitzgerald 
9780915957675,Jeffrey Lang
9780385740227,Robin Bridges 
9780140447385,Anonymous
9780071448208,Benjamin Graham
9781419924064,Laurann Dohner
9781421540184,Hiromu Arakawa
9780571224333,David Peace
9780061977961,Neal Stephenson 
9781451606638,Duff McKagan 
9780985166342,T.L. Shreffler 
B00O0B33JA,Scott Hildreth 
B00O4E6UTI,Gina Robinson 
B00DOH9WR8,Jettie Woodruff 
9780805499544,Henry T. Blackaby
9780517008324,Janet E. Morris 
9780812522280,Eve Forward
B00YW9M47M,Robert Bryndza 
9780993077500,Helen Bateman 
9780452284197,David Benioff
9780345477255,John Katzenbach
9781908643278,J. David Simons 
9781484716434,Jennifer Lynn Barnes 
9780385523233,Sara Gruen 
B01NCQOPFD,L.J. Shen 
9781591848226,Matthew Syed
9781400068319,Curtis Sittenfeld 
B01AGIOE16,Jessica Brody 
9780545207195,Philip Reeve 
B0744PDLVZ,Lylah James 
B00SZIBRMO,Andrew Norriss
9781978098756,Kate Stewart 
9780595378333,Kenneth Jarrett Singleton
9780307463746,Jason Fried
9781476727776,Sara Bareilles
9781474958493,Holly Bourne 
9781951045043,Vi Keeland 
9781916222014,E.O. Odiase 
9781596911161,Melissa Fay Greene
9780140191912,Arthur Koestler
9780743215367,Margaret Cheney
9781842322482,Nevil Shute
9780802142610,Nedjma
9780618056828,John Dos Passos
9789960340111,I.A. Ibrahim
9780061030185,Clive Barker 
9780060006891,Pedro Juan Gutiérrez
9781595541413,Colleen Coble 
9780811203227,Henry Miller
9780152026325,Audrey Wood 
9780689855535,Sonya Sones 
9781580051545,Julia Serano 
9781596915633,Dave Boling 
9780877432401,Bahá'u'lláh
9780763632076,Kelly Bingham
9780385738224,Anthony McGowan
9780595478941,Jiří Kulhánek
9780684841250,Joseph Heller
9781605500003,Joel Ponzio
9781595542298,Robert Liparulo 
9780452275041,Vincent van Gogh
B00AJXL2J6,Melissa Foster 
9781400051748,Diane Haeger 
9780615630991,Julian Darius 
9780007162215,Simon Singh
9781595144355,Jessica Anthony
9780312876494,Charles de Lint 
9780307592972,David Grossman
9781938833021,Laurel Bradley 
9780439961868,Phoebe Gilman
9780345523501,Terry Brooks 
9780875526430,Anonymous
9780316032223,Josh Bazell
9781301130733,Eric J. Gates 
9780679727248,Vladimir Nabokov
B01E3Q9CLE,J.T. LeRoy
9781576468210,H. Rider Haggard
9784061860261,Haruki Murakami
9780765356857,Terry Goodkind
9780765344946,Terry Goodkind
9781592530076,William Lidwell
9781469935706,Kathleen Shoop 
9780879838164,Weston A. Price
B00NY7FB6O,Bernhard Hennen
9780952942603,Orly Castel-Bloom
9780786929085,R.A. Salvatore
9780763654078,Jo Knowles 
9781595144331,Richelle Mead 
9780307977939,Liesl Shurtliff 
9780316242394,David Dalglish 
B00GF6BVXI,S.E. Hall 
9780451461506,Kat Richardson 
9780989121897,B. Kristin McMichael 
9780385744027,Austin Aslan 
9780316955126,Herman Wouk
B00QSD5UUS,D.B. Tarpley 
B00KCRMYU0,Mila Gray
9781477816950,Rebecca Donovan 
9781594488856,The RZA
9781857230215,Arthur C. Clarke
9780316677462,Alice Sebold
9780062123404,Michael Bar-Zohar
B00X47SJKY,Nikki Sex 
9780812995824,Brené Brown 
B013AWYBAY,Chris-Jean Clarke 
9781451693591,Alice Hoffman 
B00M8B6XLE,Peter Monn 
9780692590447,Danielle Esplin 
9781406358056,Lauren James 
9780994867803,Kade Cook 
9780307701572,Pauline A. Chen 
9781491054499,Sarah Lyons Fleming 
9780316221115,Rachel Bach 
B01DOIBBZW,Cassandra Fear 
9780425276235,William Gibson
9781419725722,Frances Hardinge
9780062690456,Kendare Blake 
9780374380762,Jessica Brody 
B01BQNKT3M,C.S. Johnson 
9780718182922,Ali Land
9780008192815,Nujeen Mustafa
B01N6PV3UA,Jennifer Anne Davis 
9780670011964,Nnedi Okorafor 
9781481478809,Jenn Bennett 
9780735212756,Jill Santopolo 
9780978357016,Cindy Brandner 
9781632157096,Marjorie M. Liu 
9780735211735,Ryan Holiday 
9781472217554,Lyndsay Faye 
9781409591221,Holly Bourne 
9780316478526,Malcolm Gladwell
B07NKMZVCT,Lyssa Kay Adams 
9780394713519,Angela Y. Davis
9780060724764,Catherine Fisher
9780446693011,Sarah-Kate Lynch 
9780811200219,Jean Cocteau
9780380728466,Tim Powers
9780785123286,Paul Jenkins 
9780811204675,Pablo Neruda
9780545069700,Lisa Ann Sandell 
9781872531656,Muhammad Mustafa al-ʿAzami
9780836217698,Bill Watterson
9780060959357,Beth Gutcheon 
9781857765663,Maria Savva 
9780595002023,Beverly Jenkins 
9780689008528,John Christopher
9780060787110,Joanne Harris 
9780440905806,Robert Cormier
9780385299282,Belva Plain
9780316166706,Patrick Carman 
9780345469557,Sarah Mason
9781600061233,Tosca Lee 
9780156012263,Maria McCann
9780099499145,Mary Wesley
9781556438219,Serena Anderlini-D'Onofrio
9780385314695,Robert Hellenga
9781401323820,Richard Castle
9781401324025,Richard Castle
9781416940289,Carol Ryrie Brink
9781456414146,Colleen Helme 
9781606592410,Colleen Helme 
9781425916299,Andrew E. Maugham
9780141441672,Joseph Conrad
B000Q5W3WM,Meredith Ann Pierce
9780345455871,Matthew Woodring Stover
9780670038671,Ron Currie Jr. 
9780874779646,Jeremy Narby
9780385240871,John Barth
9780446617109,Nicci French
9780671507039,Larry Watson 
9780802779175,Izzeldin Abuelaish
9780385752145,Andy Mulligan
9781423138655,Dave Barry
9780786837885,Dave Barry
9780945953050,Suzy McKee Charnas 
9780451212924,Jean Sasson 
9780316087377,Mark Cotta Vaz
9780330518826,Sarah Rayner 
9781903490693,Jean Mead 
9780943151168,Jhonen Vásquez
9781400066469,Arthur Phillips 
9780061555183,Erin Hunter
9780345464781,Charlie Huston
9781841499901,James S.A. Corey 
9781862303553,Tabitha Suzuma 
9781410103284,Veniamin Kaverin
9780743266109,Robert Harris 
B009K6KU28,Paul Freeman 
B009Z1FVDG,Nel Ashley 
9780985702946,Jennifer Loren 
9780385344401,Karen Marie Moning 
9780385618953,John Boyne
9781844168088,Graham McNeill
9780615756394,J. Cafesin 
9781594489532,Lian Hearn
9781482692167,Vi Keeland 
9781921564390,Em Bailey 
9780449910061,Judith Merkle Riley
9780064407311,Walter Dean Myers
9780060959258,Dick Lehr
9780316069021,Lori Lansens 
9780689111730,Dan Jenkins
9780440227694,Robert Cormier
9780316052092,Sarah Ockler 
9780385517942,Enrique de Hériz
B009JSRCZ0,Stephanie Hudson
B00N5HSAUM,Peter J. Story 
9780451462770,Kat Richardson 
B00NO3I3A4,Max Cummings
9781878972071,Alfred Jarry
9780307266750,Orhan Pamuk
9780872201927,René Descartes
9781421518671,Taiyo Matsumoto
9780316254779,Jennifer E. Smith 
9781451684483,Christie Golden
9781844164578,William King 
9781501101533,Katy Evans 
9781533690937,Robert Bryndza 
B00AIV2KIG,Beth Reekles 
9780007591749,Lynn Montagano 
9789997519320,Mika Waltari
9780140430325,George Gissing
9780670013869,Carol Antoinette Peacock 
9781592409105,William MacAskill 
9780060545529,Kathleen E. Woodiwiss
9781595147158,Beth Revis 
9781843542193,Richard Flanagan
9780593062722,Stephen Clarke
9781539438977,Loren Molloy 
9781596434875,Steve Sheinkin
9780997895810,Elena Favilli 
9780759672222,Kevin B. MacDonald
9780749394875,Mervyn Peake
9780544530942,Emiko Jean 
9780998591711,Viral Dalal 
9780345346049,Isaac Asimov
9781569319048,Yoshihiro Togashi
9780525541332,Olga Tokarczuk
9781250312846,Mariko Tamaki
9781338148497,Jennifer A. Nielsen 
9780525552963,Adib Khorram 
9780195153439,Susan Blackmore
9781542040174,Victoria Lee 
9780759254411,Dan Simmons
9788172232573,Kiran Nagarkar
9780060557386,N.E. Bode
9780586210697,Janny Wurts 
9780875792521,Hugh Nibley
9780312280192,Paul Beatty
9780553276749,Louis L'Amour
9780141186580,Albert Camus
9780140280180,Sebastian Barry
9781594482403,Tyler Perry
9780060007782,Antwone Quenton Fisher
9780842386876,Karen Kingsbury 
9780142412039,Jonathan Friesen 
9780805062885,Rick Atkinson
9780140367522,E. Nesbit
9780679777441,Dorothy Dunnett
9780521313254,Anthony Thorlby
9780142403709,Gennifer Choldenko 
9780380709588,Beverly Cleary
9780099498667,Maeve Binchy
9780880386722,R.A. Salvatore
9780060931902,Richard Bradford
9780886774455,Tanya Huff
9780765320049,Orson Scott Card
9780316027052,Marie Brennan 
9780316036221,James Patterson 
9780765348739,Holly Lisle 
9780879239916,Arthur Ransome
9781420102987,Alexandra Ivy 
9780425228166,P.C. Cast 
9781439182802,Anthony Doerr 
9780806513508,Michael H. Hart
9780061474293,Lynsay Sands 
9780702230158,David Malouf
9780811201322,Wilfred Owen
9780152045654,Patricia C. Wrede 
9780060847340,Elizabeth Chandler
B00DVLQJSW,Melissa Foster 
9780729300148,Robert Brody
9781426948015,Ashley Sanders 
9780446198035,Jacqueline Carey 
9780007444397,One Direction
9780465056521,Bruce D. Perry
9780805072068,Eric Knight
9780385319942,Fauziya Kassindja
9780375855955,Matthew Cody 
9781452453781,Christina Worrell
9780062267436,Timber Hawkeye 
9781595547156,Andrew Klavan 
9781585676835,Brian W. Aldiss
9780312306342,Janet Evanovich 
9781453860953,Amanda Hocking 
9780312382520,Julie Halpern 
9780451236258,Elle Jasper 
9780701181758,Sadie Jones
9780486433981,Leon Trotsky
9781620610169,Jus Accardo 
9781453755402,Lori L. Otto 
9780679724636,Gertrude Stein
9781932234961,Makoto Shinkai
9781615817160,Abigail Roux 
9780156007085,John Lewis
9781852426026,Kenzaburō Ōe
9781932339802,John Fitzgerald 
9781611946222,Kaitlin Bevis 
9781627981484,Garrett Leigh 
9780316033268,Gitty Daneshvari
9780857532930,John Boyne
9780994667922,Rachel Morgan 
B00J0CAR16,Ruth Cardello 
9780062135315,Kiersten White 
9780385352093,Peter Heller
B00BEHGSEK,Raine Miller 
9781559701945,Shashi Tharoor
B00D9GY2BU,K.L. Randis 
9781596921481,Joey Goebel
9781250049827,Amanda Hocking 
9780451463364,Kat Richardson 
B00DUXS4Z2,Dan Skinner 
B007YK01JY,Steve McHugh 
9780375508318,Budd Schulberg
B0081GEFA6,D.B. Tarpley 
9780743250412,Colm Tóibín
9780670800339,Richard Adams
9781847563408,Scott Mariani 
9781599954103,Neil Abramson
9780064407458,Francesca Lia Block 
9781591846079,Seth Godin
9780991547432,Joey Fehrman 
9781409538592,Anne-Marie Conway
B00X411574,Kresley Cole 
9781250021915,Courtney Summers 
9781557091604,Carolyn Keene
9780241143407,Ali Smith
9780143039648,R.K. Narayan
B013VETD7W,Adam Steven Page 
9781421571508,Takaya Kagami 
9781250042989,Sherrilyn Kenyon 
9781439172568,Miranda July 
9780062360243,C.J. Redwine 
9780316016407,Leonard Susskind
9780978825959,Timothy Conigrave
B01H1CYBS6,Will Wight 
9780545836944,Wendy Spinale 
9780316327930,Malala Yousafzai
9780356502427,Ann Leckie 
9780316384933,Jennifer Latham 
B00DCD53C2,Arthur Conan Doyle
B01A4MDTOW,Sharlyn G. Branson 
B01IPYQHFY,Sharlyn G. Branson 
9780099465645,Georgette Heyer
9781456043650,Steven D. Orr 
9780399185045,Dalai Lama XIV
9780316290630,C.S. Forester
9780809037728,Elie Wiesel
9780345531483,Peter V. Brett 
9781408349908,C.G. Drews 
9780571323760,Max Porter
9781501139154,Walter Isaacson 
9781525532559,Ali Marsman 
9781560761556,Christie Golden
9780385538039,Chuck Palahniuk 
9789383064656,Shashi Tharoor
9780743277457,Josh Waitzkin
9780241364901,Bernardine Evaristo
9780143130772,Haemin Sunim
9781594634635,Helen Oyeyemi 
B007VPEC0Q,Tracy Tresidder
9781101937648,Cath Crowley 
9780062337160,Lisa McMann 
9780449909331,David Halberstam
9780374240905,Maylis de Kerangal
9780060002220,J.V. Hart
9780151012374,Ivan Doig
9781416903383,Margaret Peterson Haddix
9780373250479,Wendy Markham 
9780590897983,Karen Hesse
9780141184906,Jack Kerouac
9780312956738,Ian Rankin 
9781400050079,Poppy Z. Brite 
9780385340199,Jennifer Kaufman 
9780743223775,Micaela Gilchrist
9780805057294,Lael Littke
9780007154616,Carol Shields
9781416939788,Amanda Marrone 
9780060724566,Meg Cabot 
9780380715732,Lawrence Block 
9780982272503,Abra Ebner 
9780553384819,Elizabeth George 
9780316027069,Marie Brennan 
9780670061013,Laurie Halse Anderson 
9780440486879,Noel Streatfeild
9781416912675,Kate Morgenroth
9781595542199,Stephen R. Lawhead
9781591841661,Seth Godin
9780394534121,Mário de Andrade
9780007203116,Dean Koontz 
9780156027137,Bo Caldwell
9780143145448,Sarah Blake 
9780743483797,Mark Gatiss
9780811849098,Annie Barrows
9780811849111,Annie Barrows
9780142428696,John Grisham 
9780441012473,John Myers Myers
9781402229473,Abigail Reynolds 
9780394800806,Dr. Seuss
9780452286917,Elizabeth Brundage
9780500277591,Ul De Rico
9780330491020,Valerio Massimo Manfredi
9781423134541,Melissa de la Cruz 
9781608320912,Kaira Rouda 
9781400063826,Sarah Dunant
9780743431682,John le Carré
9788478713769,Jorge Bucay
9781591169291,Hiromu Arakawa
9781444900507,Christopher Pike
9780061238963,Neil Gaiman 
9780446616492,David Baldacci 
9789381841037,Durjoy Datta 
9780312367657,Katherine Applegate
9781467930574,Jessica Sorensen 
9780060175313,Rebecca Wells 
9780849943270,Ravi Zacharias
9780765360434,S.J. Day 
9780316403788,Jim Thompson
9781844160815,James Swallow 
9780141185538,John Steinbeck
9781559363303,Tracy Letts
9780061584459,Patrick Lee 
9780670020928,Ron Currie Jr. 
9781414318011,Tony Dungy
9781741661934,J.C. Burke 
9780140179064,Jack Kerouac
B0056PFONW,Paul Rega 
9780345455895,Matthew Woodring Stover
9780061779725,Christopher Moore 
B00B27GAC2,Cameo Renae 
9781849013031,Stephen Jones 
9780446580366,Joyce Meyer
9780670064717,Will Ferguson
9781481909280,Claire Kent 
9780756407759,Diana Rowland 
9780375755194,Billy Collins
9781489524553,Cristiane Serruya
B006I2RN9U,J.F. Smith 
9781940014012,Aurora Whittet 
9781612913223,Erynn Mangum
9781612912981,Erynn Mangum
9780373828289,Carla Capshaw 
B00CLFCOVA,Lydia Michaels 
9780399157646,Beatriz Williams 
9780061941023,Wally Lamb 
B0048EKF3Q,Douglas Preston 
9780307950437,Edward Kelsey Moore
9780312650100,S.A. Bodeen 
9781559363709,Brian Yorkey
9780525950035,Natasha Mostert 
9780988695122,Jillian Dodd 
9780957185326,Eimear McBride
9780062102904,Michelle Gagnon 
9781401687366,William Sirls 
9789384030742,Preeti Shenoy 
9780310929550,Anonymous
9781511829175,Alexei Maxim Russell 
9780771013133,Hélène Berr
9780140296662,Edward de Bono
9788425342004,Albert Espinosa 
B00L0RFGT2,Lynn Montagano 
9780898751987,Ivan Goncharov
9780007588503,Veronica Roth 
9789997408952,Mika Waltari
9780062381637,James Rollins 
9781848090088,Ben Kane
9780692572030,Lauren Blakely 
9780987622303,C.S. Pacat 
9781612913216,Erynn Mangum
9780545676014,Alyssa B. Sheinmel 
9781518783876,Penelope Douglas 
9781579103163,William Lane Craig
9780425286463,Lilly Singh
9781594205071,Robert M. Sapolsky
9780553816723,Martin Booth
9780385743600,Brandon Sanderson 
9781474915021,Holly Bourne 
B01ARKV3T4,Sarah Beth Durst 
9781250067050,Jocko Willink 
9781368005845,Robert Beatty 
9781250231963,Gita Trelease 
9781328863591,Rebecca Schaeffer 
9781852427511,Vicki Hendricks
9780786709809,E.F. Benson
9780007230563,Michael Morpurgo
9780525644446,Julie Buxbaum 
9781975399368,Makoto Shinkai
B07ZY766XB,Kiran Bhat 
9780446509206,Karen Rose 
B00IU2EWZY,Kevin Eastman
9780425193945,Dorothea Benton Frank
9780975303313,Dave Ramsey
9780553257380,Hal Borland
9781841542683,Dan Abnett 
9780553287301,John Saul
9780060935788,Bernard Cornwell 
9780871401519,Jean Toomer
9780739328064,Ann Coulter
9780764227028,Michael R. Phillips
9781439172070,Jason Mattera
9780340689486,Arabella Weir
9780752877402,R.J. Ellory
9780689820021,Phyllis Reynolds Naylor
9781416925231,Todd Strasser 
9780679723431,Vladimir Nabokov
9780141029016,Dan Mills
9780786851621,Roland Smith
9780552146777,David Gemmell
9780373218851,Nora Roberts 
9780143039631,John Steinbeck
9780061714313,Richard Kadrey
9781582344966,Daniel Hecht 
9781416991762,Orson Scott Card
9780778329817,Amanda Stevens 
9780439471442,Nancy Farmer 
9780843956962,Jack Ketchum
9780803732117,Lauren St. John 
9781609280246,Maya Banks 
9780312263997,Paul Auster
9780851512280,Arthur Bennett
9780451462404,Devon Monk 
9780345340382,T. Lobsang Rampa
9781591164005,Yoshiyuki Sadamoto
9780593042267,Jilly Cooper
9780805080797,Melvin Burgess
9780545387897,Chris Howard 
9780465023677,Lawrence M. Krauss
9781934781616,Dave Eggers
9780713628272,Tove Jansson
9781402238628,Amanda Howells
9781585425204,Nahid Rachlin 
9781931859455,Leon Trotsky
B00A9K1S6Q,Travis Luedke 
9780231153683,Howard Marks
9780803734401,Jacqueline West 
9780985702984,Jennifer Loren 
B00ASO8BFO,Travis Luedke 
9780192735515,Joss Stirling 
9780399158278,Robert Crais
9780874779400,Heinrich Harrer
9780802150424,Octavio Paz
9780091953416,Lilian Carmine 
9781926760803,Dean Mayes 
9780812970043,Jack London
9780957149823,Wendy Alec
9780743222983,Martin E.P. Seligman
9781250001412,Jay Kristoff 
9780684831831,Kay Redfield Jamison 
9780933944046,Jim Dodge
9780989182102,Sheri Wren Haymore 
9780805073669,Doug Stanton
9781491060254,Charles James 
9781933372068,Patrick Hamilton
9781564781994,Josef Škvorecký
9781493632800,Maria Johnsen 
9780791071175,Harold Bloom 
9780062135841,Kiersten White 
B003OUXECE,John Shirley
9780671040840,Tananarive Due 
9780802134585,Christoph Ransmayr
B00OE77VJS,Max Cummings
9788129119797,Varun Agarwal 
9781401900120,Robin S. Sharma
B00P2783FK,Jim West 
9780393090406,Karl Marx
9780062326157,Emmi Itäranta 
9780374104115,Jeff VanderMeer 
9780374104108,Jeff VanderMeer 
9780292715493,Jorge Luis Borges
9780385682824,Rachel Joyce
9781250061775,Sandy Hall 
9780142418970,Cate Tiernan
9780316221047,Annie Jacobsen 
B0105H0E7G,Keri Lake 
9780751500820,Noah Gordon
9780857990679,Scarlett Dawn 
B00RTY0D1Q,A.S. King 
9780989117395,Kindle Alexander 
9781582341286,Apostolos Doxiadis
9780310724414,Melanie Dickerson 
9780967493732,Leonard Seet 
9781612680958,Donald J. Trump
9780099582311,Eric Lomax
9780545334747,Elizabeth Eulberg 
9781501105791,Renee Carlino 
9780060995065,Christopher R. Browning
9780062004369,David Foenkinos
9780062398949,Brittany Cavallaro 
9781481450188,Jason Reynolds
9781400076734,John Williams
9780765311801,Jonathan Carroll
9780062363237,Paul Tremblay 
9781524763558,Fatima Farheen Mirza 
9780062570604,Justina Ireland 
9780316561365,Natasha Ngan 
9780060921705,Zora Neale Hurston
9780061468971,Scott Heim
9780812520422,Len Wein 
9780765316974,John Scalzi 
B07QPHT8CB,T.J. Klune 
9780441114535,Robert E. Howard
9781400079094,Anne Lamott 
9780829423501,Thomas B. Costain
9780679736417,Isak Dinesen
9781843172895,John Barrowman 
9780440226727,Joyce McDonald
9780060086244,Marian Keyes
9780446677462,Robert T. Kiyosaki
9780967224909,Teri Woods
9780380713059,Jerold J. Kreisman
9780152166694,Vivian Vande Velde
9780345418579,Piers Anthony
9780739049211,John Williams
9780452155619,Stephen King 
9780571225378,Kazuo Ishiguro
9780446611916,Nelson DeMille 
9781416907886,Sonya Sones 
9780439925532,Brandon Sanderson 
9780439925556,Brandon Sanderson 
9780061098253,William Kowalski 
9780385746588,Graham McNamee
9780297850687,Simon Sebag Montefiore 
9780316096157,James Patterson 
9780140295795,Isobelle Carmody 
9780441014163,Robert Lynn Asprin
9781906427665,Rachel Ward 
9780743468022,Lois McMaster Bujold 
9781617520228,Ellen C. Maze 
9780345455932,Alice Hoffman 
9780552551946,Malorie Blackman 
9780943575322,Matthew Henry
9780099448877,Henning Mankell
9780439829113,John Marsden
9781564782854,Louis Paul Boon
9780486431642,Joseph Conrad
9781555534004,Grace Metalious
9780575075344,James Barclay 
9781466297685,Samantha Young 
9780763653163,Y.S. Lee 
B007OON6KG,Tiffany King 
9780843948257,Simon Clark
9780345435293,Robert L. Forward
9780954221713,Tove Jansson
9780143119821,Drew Magary 
9780375844409,Rachel Cohn
9780075542810,William Bradford
9781416975069,Lisa Schroeder 
9781576738542,Ravi Zacharias
9780870540394,H.P. Lovecraft
9780765360427,S.J. Day 
9780439551892,Ursula K. Le Guin
9780984733675,Jennifer Loren 
9781442439511,Tracy Bilen 
9781908276025,Deborah Levy
9781416990499,Neal Shusterman 
9780007315031,John Harding 
9781844286232,Anthony Horowitz 
9780819833471,Pope Paul VI
9781416521655,ReShonda Tate Billingsley
2940014977678,Gina L. Maxwell 
9780345509628,Joe Schreiber
9781842551844,Marcus Sedgwick 
9780142002889,Tess Uriza Holthe 
9780310214694,Ben Carson
9780465017522,Andrea Dworkin
9781419954863,Katherine Allred
9780440238515,Mary Jane Auch
9781476733807,Shane Kuhn 
9780312560164,Jean Sasson 
9781780870472,Cat Clarke 
9780143422648,Durjoy Datta 
9780062082312,Sangu Mandanna 
9780857205780,Garth Stein 
9780451461070,Kat Richardson 
9780399171895,Marie Lu 
9780802141651,Frances Itani
9780140043853,Gerald Durrell
9781852428976,Mia Couto
9780140249729,Gavin Maxwell
9781574230581,Charles Bukowski
9781904910039,Shiv Khera
9780688014292,Kenneth H. Blanchard 
9780340727584,Enid Blyton
9780062199744,Sara Shepard 
9781502541857,Jamie McGuire 
9780099457053,Stephen Fry
9781402298561,Patty Blount 
9780670049547,Ruskin Bond
9780316018180,Suzanne Selfors 
9781481418775,Tommy Wallach 
9781564149190,James N. Gardner
9780816629930,Sigurd F. Olson
9780007501793,Cecelia Ahern
9780312620516,John Ajvide Lindqvist
9781400078752,Helen Oyeyemi 
9781250079282,Karole Cozzo 
9780140367430,E. Nesbit
9781578643660,Charles T. Munger
B0143DRNL8,Sharlyn G. Branson 
9781476766553,Jang Jin-sung
9781519412744,Camilla Isley 
9780544482005,Emiko Jean 
B01HXJREHW,Greg Iles 
9780998358307,Devney Perry 
9780008239442,S.A. Chakraborty 
9780525427971,Elif Shafak 
9780692492604,Cara Alwill Leyba
9780316129077,James S.A. Corey 
9781444948585,Dean Atta 
9781250043221,Katherine Applegate
9780152025335,Jane Yolen 
9780812580341,Robert J. Sawyer 
9780140442243,Ivan Turgenev
9780393307627,Patrick O'Brian
9780399239953,Ellen Potter 
9780375760914,Laurie Notaro 
9780307397546,Jessica Grant
9780140284645,P.G. Wodehouse
9780802118769,William S. Burroughs
9781615813797,Marie Sexton 
9780425214336,Sunny
9780425226476,Sunny
9780756402570,Mercedes Lackey
9780156141642,Anne Morrow Lindbergh
9780679826422,Barbara Park
9780847826469,Umberto Eco
9780877432272,Bahá'u'lláh
9781847288653,Jesse Hajicek
9780547225920,R.L. LaFevers 
9780684857541,Larry McMurtry
9780446538343,Karen Rose 
9780689870477,Alan Snow
9780679729457,Robert A. Caro
9780312939922,Lora Leigh
9780525949701,Jennifer Lee Carrell 
9780312563752,Alyson Noel 
9780446675529,Dennis Smith 
9781571316516,Natasha Friend 
9780618979745,Lois Lowry 
9780060730260,Katherine Hannigan
9780875084145,Watchman Nee
9780330489119,Jennifer Egan 
9780140326093,Astrid Lindgren
9780441013555,Dawn Cook
9780446359634,Sandra Brown 
9780451232243,Lorelei James 
9780763641559,Jennifer Richard Jacobson
9781595406446,Henrik Ibsen
9780373210473,Michelle Rowen 
9780441010288,T.A. Barron 
9780575097117,Charlaine Harris 
9780764229435,Tommy Tenney
9781600108860,Joe Hill 
9781600106958,Joe Hill 
9781451625844,Jennifer Hillier 
B005JGK8Y8,Claudia Lefeve 
9780805208856,Franz Kafka
9780375719271,Philip K. Dick
9781416918349,Danny Wallace
9780140036954,Susan Hill
9780061988240,Isabel Allende 
9781410219213,Karl Marx
9780843964240,Ronald Malfi 
9781423104025,Roland Smith
9780451464972,Guy Gavriel Kay 
9780984502202,Laila Ibrahim 
9780307278364,Cormac McCarthy
9780385339032,Syd Field
9780060931131,Abraham Verghese 
B00H1EMU88,Julie Morgan 
9781416912279,James A. Owen 
B00E7TP60E,Jillian Dodd 
9780553299571,Susan Johnson 
9780345497499,China Miéville 
9780440237846,Julia Alvarez 
9780446579223,Jon Stewart 
9780330519731,Frances Hardinge
B00U7K5F4O,Angela Marsons 
9780452281035,Brendan O'Carroll
9780312262020,Tamara McKinley
9780316154628,Deon Meyer
9780810111455,Andrei Platonov
9781632150400,Kurtis J. Wiebe 
9780892552733,Nâzım Hikmet Ran
9781419712357,Kate A. Boorman 
9780312600525,Sharon J. Bolton 
9780062304025,Tilly Bagshawe
9781581342413,William Lane Craig
9781501129742,Stephen King 
9781483447667,J. Carson Rose 
9780765395412,J.Y. Yang 
9781250095961,Tricia Levenseller 
9781416505501,Robert A. Heinlein
9780413767707,Willy Russell
9780062430212,Karin Slaughter 
9781620402771,Simon Singh
9780998358376,Devney Perry 
9788887269185,Camilla Isley 
9781406375473,Lauren James 
9780935312560,Katharine Burdekin
B0738KSJ8F,Simone St. James 
9780008272111,Bridget Collins 
9780345475824,George Lucas
9781644052273,T.J. Klune 
9780356504261,James S.A. Corey 
9780062918055,Alex Light 
9780345441416,Dan Chaon 
9780142001424,Nadine Gordimer
9780515143805,Nora Roberts 
9780515144666,Nora Roberts 
9780345461537,Robert E. Howard
9780140066906,Gloria Naylor
9780061438455,Dorothea Benton Frank
9780552773904,Ben Elton
9780684824291,Richard J. Herrnstein
9780060556570,Matt Ridley
9780061547935,Erin Hunter 
9780375837890,Truman Capote
9780312850531,Orson Scott Card
9781847244130,John Ajvide Lindqvist
9780395203651,Anne Sexton
9781573459327,Sheri Dew
9780393341614,P.G. Wodehouse
9780385663144,Michael Crummey 
9780425230152,Charlaine Harris 
9780886778040,Mercedes Lackey
9781595786487,Violet Summers
9780552145084,Danielle Steel
9780802802941,Nicholas Wolterstorff
9780394759890,James Crumley
9780307264657,John Updike
9780312609146,Shannon Delany 
9781420111354,Alexandra Ivy 
9780307237910,Karen Harper
9780385344081,Jenny Wingfield 
9781416560258,Karen Hawkins 
9780385615518,Malorie Blackman 
9781594481437,Elliot Perlman
9780060530648,James Gurney
9780142419557,Cate Tiernan
9781937593780,Mary Ting 
9781416595540,Simon Sebag Montefiore 
9780448405209,Watty Piper
9780307265777,Sam Harris
9780152055769,Vivian Vande Velde
9780425212547,Yasmine Galenorn 
9780385340007,Alexander Masters
9780312946135,Heather Webber 
9780439706384,Jeff Smith
9781878972095,Gérard de Nerval
9780811200820,Comte de Lautréamont
