,0
Steve Jackson ,none
Torrie Robles ,none
Sylvain Reynard ,none
Philip Allen Green ,none
Emmanuel M. Arriaga ,none
Casi McLean ,none
Natalie Decker ,1997-06-25
N.L. Shompole ,none
Michelle R. Eastman ,none
Angela C. Castillo ,none
John Plaski ,none
Louis Sachar ,1954-03-20
Tara Sue Me ,none
Jennifer McKeithen ,none
Brittany Burgunder ,none
Zoe Mason King ,none
Patrick Winsor ,none
Noah Harris ,none
Vlad Zachary ,none
M.R. Vallone ,none
Frank Scozzari ,none
Natalya Orekhov ,none
Charlie Donlea ,none
Zoë S. Roy ,none
Vineet Aggarwal ,none
J. Ryan Stradal ,none
M.S. Parker ,none
Vasily Mahanenko ,none
E.J. Mellow ,none
Renita D'Silva ,none
Rene S. Perez II,none
Aleatha Romig ,none
Ahmed Masoud,1991-12-15
César L. Baquerizo ,none
Laurelin Paige ,none
Lori Robinson ,none
Holly Sparks ,none
Steven Camden ,none
Funky Chicken ,none
Shinry ,none
Gabriel Packard,none
Bob Howard ,none
Avery Aames ,none
Becky Wallace ,none
Kait Fennell,none
Susan Ee ,none
Ted Dekker ,1962-10-24
Britt Holewinski ,none
Ann Curtin ,none
Ram Sivasankaran ,none
Tyffani Clark Kemp ,none
Steven Strasnick ,none
Kiran Millwood Hargrave ,none
Meyer Levin,none
Petronela Ungureanu ,none
Leslie Wolfe ,none
Guy de Maupassant,1850-08-05
Shawn Johnson,1992-01-19
Veronika Gasparyan ,none
Teresa Michaels ,none
Alexander Boldizar ,none
C.M. McCoy ,none
Jeff Minerd ,none
Alessandro Boccaletti ,none
Shawn Raymond Poalillo ,none
A.J.J. Bourque,none
Traci Chee ,none
Zhixiong Zhang,none
Rebecca McNutt ,none
Ross Welford,none
Gregg Dunnett ,none
S. Ferguson ,none
Ashley Capes ,none
Niall Breslin,1980-10-22
Anna Jakobsson Lund ,none
Maggie Way ,none
Natalia Schellhaas ,none
Louise Blackwick ,none
Anne Garréta,none
Terry Madden ,none
Raymond L. Poole,none
Adam Aust ,none
Ryan Schow,none
Shaune Bordere ,none
Mie Hansson ,none
Lila Bowen ,1977-10-21
Hana Hindráková ,none
Jennifer Jaynes,none
Joshua Lie,none
Gail Carriger ,1976-05-04
Avon Gale ,none
Joy Preble ,none
ToAden ,none
J.D. Estrada ,none
H.S. Crow ,none
Nicole Lyons ,none
Sara Ella ,none
Katie Hess ,none
Zoe Sugg,1990-03-28
John Xeno ,none
Ronie Kendig ,none
Michael Eging ,none
Helen Harper ,none
Traci Hunter Abramson ,none
Kermit Roosevelt III ,1971-07-14
Rachna Khemchandani ,none
Charlamagne Tha God,1978-06-29
Ben Aaronovitch ,1964-02-22
A.M. Rose ,none
Marguerite Bennett ,none
Lynda Renham ,none
Mamoona Arshad ,none
Atticus Poetry ,none
Victor Cornwall,none
Tarun Betala ,none
Christine Clayfield ,none
Tony Bartelme ,none
Anna Applegate ,none
Lee Winter ,none
Malorie Blackman ,none
V. Guyer ,none
Jessica Pennington ,none
Javier Marías,1951-09-20
Josh Malerman ,none
Melanie Finn ,none
Peter Wisan ,none
Tessa Fontaine ,none
C.B. Lee ,none
Ian C.P. Irvine ,none
Eden Summers ,none
Karen Fortunati ,none
Gina A. Jones ,none
Nathan Smith Jones ,none
James Vella-Bardon ,none
Sophie Hardcastle ,none
John R. Gregg ,1954-09-06
Rachel Walkley ,none
Donald Stratton,1922-07-14
Roopa Pai,none
Kristin Coley ,none
Mishell Baker,none
Dodie Clark,1995-04-11
Spencer Hoshino ,none
Ken Bruen,none
Baj Goodson ,none
Rachelle Delaney ,none
Robert New ,none
Alexis Marie Chute ,none
Jon Skovron ,none
Amy Liptrot ,none
Emma Hamm ,none
Peter Bognanni ,none
Kevin A. Kuhn ,none
Kristi Carlson ,none
Derek Milman ,1979-03-21
S.J. Hartland ,none
Parth Detroja ,none
Gloria Chao ,none
Owen Mullen ,none
Tom Ellen,none
K.Hari Kumar ,none
Gavin Extence,none
Lucy Tempest ,none
Francis Shenstone ,none
Beth Duke ,none
Jared Rund ,none
Joanne Bischof ,none
Camilla Monk ,none
Suzanne Young ,none
Emma Nichols ,none
Micah Dean Hicks ,none
Faraaz Kazi ,none
Ella Summers ,none
Brant Hansen,1969-10-11
Ocelot Emerson,none
Chris Howard ,none
Bryon MacWilliams ,none
Norman Bacal ,none
Brian Evenson,1966-08-12
Honor Raconteur ,none
Bassey Ikpi ,1976-08-03
Joy McCullough ,none
Katrina Cope ,none
Marisa Noelle ,none
Vandana Singh-Lal,none
Amna Dhanani ,none
Oscar de Muriel,none
Angela Saini,none
Evan Winter ,none
Cassidy K. O'Connor ,none
Jackie Wang,none
Megan Allen ,none
Nicole Baart ,none
Douglas A. Martin ,none
David Walliams,1971-08-20
Kat Kinney ,none
Astrid Scholte ,none
Trent Dalton,none
Nathaniel Connors ,none
Neil Patrick Harris,1973-06-15
Sofía Segovia ,none
Savannah Brown ,none
Christine Riccio ,none
Yōko Ogawa,1962-03-30
Ling Ma ,none
Sonya Renee Taylor,none
AbJimenez ,none
Charlie Adhara ,none
Tim DeRoche ,none
Rebecca F. Kenney ,none
Lucy Strange,none
Kieran Larwood ,none
Amanda Barratt ,none
Clare Pooley ,none
Lucia Berlin,1936-11-12
Ellie Terry ,none
Daniel Flynn,none
Clarissa Kae ,none
Tessa Bailey ,none
James Mustich ,none
Sam J. Miller ,1979-02-07
Ciara Smyth ,none
Kit Frick ,none
Saeed Jones ,1985-11-26
Richard Paul Evans,1962-10-11
Samantha Towle ,none
James Ponti ,none
Courtney C. Stevens ,none
Hafsah Faizal ,none
Madeleine Roux ,none
John Lewis Gaddis,none
Deb Caletti ,1963-06-16
Kathryn Moon ,none
Jenny Colgan,1972-09-14
Christopher Lloyd ,1938-10-22
Candace Ganger ,none
Stuart Russell,none
T.L. Swan ,none
Stjepan Šejić,1981-11-27
Lucy Powrie ,none
Tiffany D. Jackson ,none
Jeff Kinney ,1971-02-19
Janice Galloway,1955-12-02
Kathleen Tessaro ,1965-06-01
Christine Feehan ,none
Celia Kyle ,none
Austin Aslan ,none
Jillian David ,none
K.R. Thompson,none
Dolyn Keys ,none
John J. Davis,none
Hope Ramsay ,none
Bradley Nickell,none
Pythia Peay ,none
Lori Roy ,none
Guy Lozier ,none
Erin Bow ,1972-04
Bruce Lee Bond ,none
Lexy Timms,none
Kelly Moore ,1959-01-31
Dori Ann Dupré ,none
Liliya Akhmadeeva ,none
Elizabeth Brundage,none
Faith Erin Hicks ,none
Laurel McHargue ,none
Mel Bossa ,none
Shannen Crane Camp ,none
Lauren Layne,none
Chase Potter ,none
Jeffrey L. Kohanek ,none
Amanda Panitch ,none
Jeff Lemire,1976-03-21
MarcyKate Connolly ,none
Amber Bird ,none
Valynne E. Maetani ,none
Lance Rubin ,none
Brynn Stein ,none
William R. Forstchen,1950-10-11
Julie McElwain,none
Brandon Thomas DiSabatino ,none
Tanya Huff,none
Jess Ryder,none
Nathan Hale ,none
Annette Marie ,none
Emily Skrutskie ,none
Elizabeth St. Michel ,none
Monica Murphy ,none
Jenni Ogden ,none
Hazel B. West ,none
Arnold Ytreeide,none
Kate Bolick,none
S.F. Mazhar ,none
Peter F. Hamilton ,none
Steven P Sharp,none
Ramcy Diek ,none
Christina Lynch ,none
Sarah Dunant,1950-08-08
Mary Kay Andrews,none
Eric Metaxas ,1963-06-27
Henrik Ibsen,1828-03-20
Jodi Ellen Malpas ,none
J. Moon ,none
Jennifer LeBlanc ,none
Wendy M. Wilson ,none
Mary H.K. Choi,none
Anna Snoekstra ,none
Maggie Fenton ,none
David Anderson ,none
Caroline Webb ,none
Ethan Arkwright ,none
Gareth L. Powell ,none
Susan Wingate ,none
Heleen Kist ,none
Gabriel Tallent ,none
Peter Swanson ,1968-05-26
Bus-Stop Guides ,none
Preston Norton ,none
Annabel Pitcher,none
Sarah Matthias ,none
Wendy Brant ,none
Nicky Drayden ,none
Jhumpa Lahiri,1967-07-11
Boris Sanders ,none
Limmy,1974-10-20
David E. Hoffman ,none
Dan Flores,1948-10-19
Dana Mele ,none
Melinda Gates ,1964-08-15
Rachel Hauck ,none
Michael Pollan ,1955-02-06
Lisa Brennan-Jobs ,1978-05-17
Mary Beth Keane ,none
Isuna Hasekura,1982-12-27
Crystal Smith ,none
Meagan Spooner ,none
Monica Hesse ,none
Ian Morgan Cron ,none
Tony Reinke ,none
Dani Shapiro ,1962-04-10
Shaun Bythell,none
Gabrielle S. Prendergast ,none
Lara Prior-Palmer,none
Caroline Criado Perez,none
Lisa Jenn Bigelow ,none
April Henry ,1959-04-19
Julie James ,1958-02-25
Ronan Farrow,1987-12-19
Ann Braden ,none
Eugene Rogan,1960-10-31
Brent Schlender ,none
NisiOisiN,none
Jo Empson,none
Michelle Miller,1967-12-08
Tim Marshall,none
E.K. Johnston ,none
Sarah Morgan ,none
Aka Akasaka,1988-08-29
Rahna Reiko Rizzuto ,none
Elizabeth Hunter ,none
Myriam Gurba ,none
You-Jeong Jeong,1966-08-15
Cecilia Galante,none
Tom Leveen ,none
Dan Crenshaw,1984-03-14
Anna Mocikat ,none
Caleb Krisp,none
Margaret Dilloway ,none
Sarah Tolcser ,none
Emma Doherty ,none
Audrey Greathouse ,none
John Patrick Kennedy ,none
Ernesto Cisneros ,1940-10-26
John David Anderson ,1975-05-21
Robin Stevens ,1960-01-30
Nilakshi Garg ,none
Gareth Ryder-Hanrahan ,none
Abi Elphinstone ,none
Lucy Score ,none
Núria Añó,1973-02-10
Natasha Preston ,none
Kekla Magoon ,none
Emma Donoghue ,1969-10-24
Joan Livingston ,none
Wendy Heard ,none
K.M. Shea ,none
Vladimir Nabokov,none
Paul Pen ,none
Lesley Pearse,1945-02-24
Fanny Lee Savage ,none
Julia Harlow ,none
Brian McGoldrick ,none
John Ferak ,none
Damian Wampler,none
Sarah Robinson ,none
Bella Andre ,none
Kanata Konami,1958-07-03
Corinne Michaels ,none
Wajdy Mustafa ,none
Annie Jacobsen ,1967-06-28
Debbie Howells ,none
Colleen Chen ,none
Ambriehl Khalil ,none
Mo Yan,1955-02-17
Milan Kundera,1929-04-01
Vernor Vinge,1944-10-02
T.D. Jakes,1957-06-09
Trista Mateer ,none
Gavin Aung Than,none
Jeff Menapace ,none
Nicole Zoltack ,none
Sławomir Mrożek,1930-06-29
Will Walton,none
Chen Guangcheng,1971-11-12
Gustav Meyrink,1868-01-19
Sean Carroll ,none
David Tallerman ,none
Caroline Roberts ,none
J.L. Rose,none
Paul Griffin ,none
A.S. Patric ,none
Lola Hale,none
Susan Barker ,none
Alison G. Bailey ,none
Suzanne Wright ,none
Austin Chant ,none
Jeff Wheeler ,none
Ben H. Winters ,none
Louise Penny ,none
Geoff Rodkey ,1970-09-09
Gregory V. Diehl ,none
Heidi Cullinan ,none
K.M. Pohlkamp ,none
Scott Thomas,none
Sierra Hill ,none
Carl Safina ,1955-05-23
Lisa Gardner ,none
Penny Young Nance,none
Rin Chupeco ,none
Naoshi Arakawa,none
Courtney Alameda ,none
Pepper Winters ,none
Sophie Schiller ,none
Akiko Higashimura,1975-10-15
Rhett McLaughlin ,1977-10-11
Julie Israel ,none
RuRyan,none
Gwendolyn Clare ,none
Stephen Aryan ,none
Emily P. Freeman ,none
Luke Pearson ,1987-10-12
Jean Kwok ,none
Dan Gemeinhart ,none
Amelia Faulkner ,none
Lori Lansens ,none
Clinchandhill ,none
Heather Kaczynski ,none
Gary J. Byrne,none
Jennifer Lynn Alvarez ,none
Christopher Klein ,none
Natsume Akatsuki,none
Brianna Wiest ,none
Holly Jacobs ,none
Sheryl Scarborough ,none
Sue Klebold,1949-03-25
Daniela Petrova ,none
Kiese Laymon ,none
Leah Thomas ,none
Pat Barker,1943-05-08
Jared Reck ,none
Aleron Kong ,none
Marie Graßhoff ,none
Martin Ford,none
Laurel Anne Hill ,none
Kelsey Miller ,none
Bob Goff,1959-02-22
Robert Iger,1951-02-10
Kory Stamper ,none
Iona Grey ,none
Jayant Kaikini,1954-01-24
Rebekah Crane ,none
Fox Benwell ,none
Steve Orlando ,none
Romina Russell ,none
Vicky Beeching,1979-07-17
Jason Anspach ,none
Negi Haruba,1991-07-27
Chris Riddell ,1962-04-13
Samuel Miller,none
M.T. Edvardsson ,none
Jessica Simpson,1980-07-10
Gregg Andrew Hurwitz ,none
Aaron-Michael Hall ,none
W. Bruce Cameron ,1956-07-25
Peter Raymundo,none
Anthony Bidulka ,none
Jia Tolentino ,none
A.J. Hackwith ,none
Nio Nakatani,none
K. Sterling ,none
Katie Henry ,none
Robin DiAngelo,1956-09-08
Rebecca Roanhorse ,none
Tucker Carlson ,1969-05-16
F.C. Yee ,none
Tess Sharpe ,none
Maurene Goo ,none
William Meikle ,none
Jessica Ruddick ,none
Rivers Solomon ,none
K.C. Kean ,none
Alex Hirsch,1985-06-18
Matilda Woods ,none
Kimberly Jones,none
Steve Moore ,none
David Baddiel,1964-05-28
C.M. Owens ,none
Charlie Higson,1958-07-03
Joe Abercrombie,1974-12-31
Neil Turok,1958-11-16
Kelly Creagh ,none
Sarah Mlynowski ,1977-01-04
Emma Hooper ,none
Dahlia Adler ,none
John Temple ,none
David O'Sullivan ,none
A.J. Waines ,none
Jack L. Pyke ,none
Katie Alender ,none
Lemony Snicket ,none
Jonathan Lee ,none
Brenda Ashworth Barry,none
Renee Ericson ,none
John Burnside,none
Theron Q. Dumont,1862-12-05
Kim Gordon,1953-04-28
Cambria Hebert ,none
Jeff Lemire ,1976-03-21
Prabhu Dayal ,none
Jessica Clare ,none
Louisa May Alcott,1832-11-29
Victoria Laurie ,none
Heather Burch ,none
Sarah Schulman,1958-07-28
Mark Montgomery ,none
Emilio D'Alessandro,none
Jay McLean ,none
Kayla Cagan ,none
Stephanie Oakes ,none
Chris Bohjalian ,1962-08-12
Abigail Roux ,none
Karen Gregory ,none
Edward Fallon,none
Ernest Gordon Taulbee ,none
Mike Maden ,none
Casey Watson,none
Heather Young ,none
Maude Julien,none
Eowyn Ivey ,none
Debbie Macomber ,1948-10-22
Roz Nay ,none
Martha Brockenbrough ,none
Sarah Weeks,1955-03-18
Ezekiel Boone ,none
Harper Lin ,none
Maggie Smith ,1934-12-28
T.M. Logan ,none
Lisa McInerney,none
C.V. Wyk ,none
Iain Pears,none
Anna-Marie Crowhurst,none
Stephanie Danler ,none
Jill Shalvis ,none
Emily X.R. Pan ,none
Laurent Gounelle,none
Scarlet Beriko,none
Adrienne Young ,none
Yoav Blum ,none
Katherine Woodfine ,none
Laura Martin ,1975-09-15
Ruth Hogan ,none
Joan He ,none
Jennifer E. Smith ,none
Annie Proulx,1935-08-22
Anne Zoelle ,none
Kate Mulgrew,1955-04-29
Jennifer A. Doudna,1964-02-19
Corban Addison ,none
Rana Awdish ,none
L.E. Parker ,none
Emily A. Duncan ,none
Erin Nations,none
Steve Cavanagh ,none
Louise Simonson,1946-09-26
Sandhya Menon ,none
Arundhati Roy ,1961-11-24
Tom Michell ,none
Michelle Willingham ,none
Jon McGregor,none
Nicolette Polek ,none
Julian Fellowes,1949-08-17
Tim Seeley ,none
William H. McRaven ,1955-11-06
Jory John,none
Diane Chamberlain ,none
Tyehimba Jess,none
Megan Miranda ,none
Jonathan Yanez ,none
Svetlana Chmakova ,1979-10-07
David Yoon ,none
Cherie Dimaline,1975-07-02
Chigozie Obioma ,none
Mary Oliver,1935-09-10
Gary Green ,none
Jonathan Latt ,none
Nathan W. Pyle,none
Elizabeth Klehfoth ,none
Patrick deWitt,none
E. Michael Jones,none
Nicole Krauss,1974-08-18
Kate Elizabeth Russell,none
M.C. Ross,none
Hiromi Takashima,none
Martin Cruz Smith,1942-11-03
Tarjei Vesaas,1897-08-20
Francesco Marciuliano,none
Alex North ,1910-12-04
K.A. Tucker ,none
Lani Lynn Vale ,none
Timothy Zahn ,1951-09-01
Dani Hoots ,none
Kara Swanson ,none
Christie Golden,1963-11-21
Karen Schaler ,none
Big Hit Entertainment,none
Brandon Taylor,none
Sandra Brown ,1948-03-12
Susanna Clarke,1959-11-01
Orna Donath,1976-10-15
Charlie Tyler ,none
Clifford D. Simak,1904-08-03
Melissa Landers ,1973-06-13
Saiber ,none
Sandra Byrd ,none
Gonzalo Giner,none
Natasha Boyd ,none
Shari Arnold ,none
Nicole Maggi ,none
Kim Fielding ,none
Jennifer Ryan ,none
Michael Wood ,none
Alex Segura ,none
Jun Mochizuki,none
River Mitchell ,none
Ann Morgan ,none
Shelley Noble ,none
Kirsty Logan ,1984-03-13
Irma Joubert,1947-08-28
Tamara Philip ,none
Leonard Mlodinow,none
Jacqueline E. Smith ,none
Melissa Brayden ,none
Lara Deloza ,none
J. Daniels ,none
Johnnie Alexander ,none
Luke G. Williams,none
Claire Fuller ,1967-02-09
L. Frank Baum,1856-05-15
Megan Derr ,none
Patti Smith ,1946-12-30
Matt Taibbi,1970-03-02
Patrick Holland ,none
Ciana Stone ,none
Steven Lochran ,none
L.P. Maxa ,none
Amanda Bouchet ,none
Emily Ann Putzke ,none
Jackson Wright Shultz ,none
Lucy Diamond,none
Karen Marie Moning ,none
Dale Mayer ,none
Kim Stanley Robinson,1952-03-23
Eli Easton ,1963-01-28
Hannah Hart,1986-11-02
Hanif Abdurraqib,1983-08-25
T. Greenwood ,none
Stephen Moles ,none
Tim Waggoner ,none
Cara Hunter ,1995-11-08
Pete Souza,1954-12-31
Loretta Nyhan ,none
Douglas Preston ,1956-05-20
Jordan Sonnenblick,1969-07-04
Phil Hogan ,1960-07-04
Pénélope Bagieu,1982-01-22
MJ Beaufrand,none
Erika L. Sánchez,none
Jenny Frame ,none
Alice Feeney ,none
Rae Carson,none
Penny Reid ,none
Giles Milton,none
Brian Doyle,none
Xenia Melzer ,none
Alan Gratz,1972-01-27
Lara Prescott ,none
Alexander Masters,none
Kelly Oliver ,none
Erica Bauermeister ,none
Carlos Busqued,none
Hiromi Kawakami,none
Garrard Conley ,none
Andrew Roberts,none
Sara Holland ,none
Peter Frankopan,1971-03-22
Linda Holmes ,2007-Jan
Miman,none
Chetan Bhagat,1974-04-22
Julia Heaberlin ,none
Clemantine Wamariya ,none
C.S. Lewis,1898-11-29
K. Webster ,none
Garth Ennis ,1970-01-16
Kate Stayman-London ,none
Amy Reed ,none
Kacen Callender ,none
Miya Kazuki,none
Marie Howalt ,none
David McCullough,1933-07-07
Sheila Heti,1976-12-25
Sharon M. Draper ,1948-08-21
Hadness Fontenot,none
Sue Monk Kidd ,1948-08-12
Marcus J. Borg,1942-03-11
Tracey Martin ,1964-07-01
Rob Thurman ,none
Kevin M. Sullivan,none
Louise O'Neill,none
Laura Madeleine ,none
E.E. Doc Murdock ,none
A. Kirk ,none
K.L. Armstrong,none
Alyssa Palombo ,none
Tom Holt,1961-09-13
A.M. Hargrove ,none
Lionel Davidson,none
Suzanne Rindell ,none
Brandon Stanton,1984-03-01
Tenaya Jayne ,none
Glennon Doyle Melton ,1976-03-20
Gerry Duggan ,none
Jeff Shaara,1952-02-21
Jen A. Durand ,none
Emma Mills,1989-03-20
Rachel Morgan ,none
Gulwali Passarlay,none
Alexa Riley ,none
S.J. Himes ,none
Ichigo Takano,none
L. Duarte ,none
Andrea Speed ,none
Amy Schumer ,1981-06-01
David Vann ,none
Catherine Lanigan,none
Emily Ley,none
Peter Clines ,1969-05-31
Mark A. Cooper,none
L.E. Modesitt Jr. ,none
Erin Bowman ,1990-08-11
Keri Arthur ,1967-12-04
Penelope Ward ,none
Julie Hall ,none
Stephen Backhouse,none
Chris Voss ,1957-11-28
Ta-Nehisi Coates ,1975-09-30
Paulo Coelho ,1947-08-24
Vera Nazarian ,none
Graham Swift,1949-05-04
Marisha Pessl ,1977-10-26
M. Sweeney ,none
Michael Kun ,none
Tariq Ramadan,1962-08-26
Robin Sloan ,none
Elana K. Arnold ,none
Jordan Ellenberg,1971-10-30
Connilyn Cossette ,none
Brian O'Hare ,none
James Wilde,none
Zaina Arafat ,none
Elaine Kahn ,none
Kwame Mbalia ,none
Natalie C. Parker ,none
Eric Lindstrom ,none
Oliver Sacks,1933-07-09
Angie Kim ,none
Heather Lloyd ,none
Whitney G. ,none
Rebecca McRitchie ,none
Sarah Smith ,none
Samantha Christy ,none
Sean-Michael Argo ,none
Diane Duane ,1952-05-18
Talia Hibbert ,none
Tara Bennett ,none
John Coleman,none
Julian Darius ,none
Matt Myklusch ,none
D.L. McDermott ,none
David Duchovny,1960-08-07
Matt Johnson ,none
Laurann Dohner,none
Lori Ostlund ,none
P.N. Elrod,none
Peter Nichols,none
Gene Baur ,1962-07-24
Andrew Keenan-Bolger,none
Andie Mitchell,none
PewDiePie,1989-10-24
Amanda Prowse,none
Darcy Woods ,none
Joshua Khan ,none
Sam Argent,none
Scott Snyder ,none
Loree Lough ,none
Riley Hart ,none
Sarah Wilson ,none
Alexandra Potter ,none
Mary Beard,none
James Newman ,none
Ruth Emmie Lang ,none
Miguel Serrano,1917-09-10
Andrea Molesini,1954-12-28
Mira T. Lee ,none
Akira Himekawa,none
Lara Avery,none
Robert J. Crane,none
Geoff Johns ,1973-01-25
Jim McDoniel ,none
Paul Dowswell,none
Cathy Malkasian,none
J.R.R. Tolkien,1892-01-03
M.A. Bennett,none
Ryan North ,1980-10-20
Meera Subramanian,none
Takatsu ,none
Karen Bao ,none
Sarah Maine ,none
L. James Rice ,none
Cathy Gohlke ,none
Audre Lorde,1934-02-18
Leslye Walton ,none
Georgia Dunn ,none
Scarlett Dawn ,none
François S. Clemmons,none
Joshua Whitehead,none
Larry D. Thompson ,1945-11-15
Jaroslav Kalfar ,none
Mac Barnett,none
Allayne L. Webster ,none
Jim Pascoe ,none
Michael Bond,1926-01-13
Sonya Sones ,none
Harley A. Rotbart,none
Petra Durst-Benning,none
Christina Dodd ,none
Jason Matthews,none
Lilly Gayle ,none
Sawyer Bennett ,none
Carole Cummings ,none
Sky Shifter ,none
Katie Cotugno ,none
Alyxandra Harvey ,none
Harpie,none
Violet's Vegan Comics,none
Ijeoma Umebinyuo ,none
Danielle Steel,1947-08-14
Samantha Hayes ,1984-04-25
Rachel Renée Russell ,1959-04-13
Carey Corp ,none
Ben Lindbergh ,none
Jim Zub ,none
Devon C. Ford ,none
Anthony Horowitz ,1955-04-05
Justin Cronin ,none
Gavin Hesketh,none
J.S. Scott ,none
Tessa Dare ,none
Jeff VanderMeer ,1968-07-07
Logan Chance ,none
Claudie Arseneault ,none
Scott Cawthon,1978-06-04
Sarah Bakewell,none
Anita Valle ,none
Wayne Clark ,none
David Demchuk ,none
John L. Parker Jr.,none
Christopher Hastings ,none
Elizabeth Knox ,1959-02-15
Kerry Drewery ,none
Rachel Kadish ,none
Nikesh Shukla ,1980-07-08
William Kent Krueger ,1950-11-16
Peter Newman ,none
Christopher Lentz ,none
Micol Ostow ,1976-04-29
Lynn Casteel Harper,none
Nicki Pau Preto ,none
Jill Murphy,1949-07-05
Jack Cheng ,none
Dorian Lynskey,none
Josephine Angelini ,none
Danielle Lori ,none
Saladin Ahmed ,1975-10-04
Nova Weetman,none
Suzanne Redfearn ,none
Kathryn Springer ,none
GabRivera,none
Craig Davidson,none
Tilar J. Mazzeo,none
Rachel Lynn Solomon ,none
Aiden Thomas ,none
Brae Wyckoff ,none
Mary Behre ,none
C.E. Thornton ,none
Stephen Crane,1871-11-01
Richard Botelho ,none
Debbi Mack ,none
Siobhan Davis ,none
Emerald Fennell,1985-10-01
Luz Calvo,none
R.L. Stine ,1943-10-08
Ryan Gattis ,none
Julie Anne Long ,none
Jake Halpern,none
Jeremy Scott ,1975-08-08
A.H. Holt,none
Sigmund Freud,1856-05-06
Christopher G. Nuttall ,none
Charlie N. Holmberg ,1988-04-04
David Brooks,none
Henry H. Neff ,none
Riley Redgate ,none
Stephanie Morrill ,none
Eimear McBride,none
Jenna Bush Hager ,1981-11-25
Sarah Prager ,none
L.H. Cosway ,none
Paulette Jiles ,none
Kara Thomas,1990-03-21
Camille Pagán ,none
Kate Mascarenhas,none
Kate Riordan ,none
Louise Pentland,1985-04-28
Kelly Rimmer ,none
Chelsea Bieker ,none
Fiona Alison Duncan ,none
Jennifer Brown,none
Scott Reintgen ,none
C.J. Omololu ,none
J.A. White ,none
Megan Goldin ,none
Misty Copeland,1982-09-10
Stylo Fantome ,none
Hena Khan ,none
Jasmine Guillory ,none
Robin Brande ,none
Lisa Shearin ,none
M.R. James,1862-08-01
Rebecca Zanetti ,none
Joseph Delaney ,1945-07-25
John Stephens,none
Shanora Williams ,none
William Ritter ,none
Moïra Fowley-Doyle,none
A.N. Willis ,none
Clarissa Wild ,none
Elvis Newman,none
Stephanie Kegan ,none
Sibéal Pounder,none
Keri Smith ,none
Cinda Williams Chima ,none
Deborah Harkness ,none
Jean McNeil,none
Erin Entrada Kelly ,none
Jon Butterworth ,none
Ivy Rose,none
Liz Moore,1944-09-15
Nicole Williams ,none
Stephanie Elliot ,none
Sarah Knight ,1666-04-19
Jordan Castillo Price ,none
Jonathan Janz ,none
Jen L. Grey ,none
Jordan Bone,1997-11-05
Nancy Herkness ,none
Katherine Hayton,none
Anne Blankman ,none
Mary-Louise Parker,1964-08-02
Jillian Tamaki,1980-04-17
Rene Denfeld ,none
Jennifer Estep ,none
Karan Mahajan ,1984-04-24
Kel Kade ,none
Akala,none
Chelsea Handler,1975-02-25
Michelle de Kretser,none
Michael Muhammad Knight,none
Bill Hayes ,none
Zack Loran Clark,none
Kimberly Belle ,1968-02-20
R.J. Parker ,none
P.W. Catanese ,none
Amy Alward ,none
Sam Humphries,1977-03-16
Kate McLaughlin ,none
Natasha Anders ,none
Steve Bein,none
Czesław Miłosz,1911-06-30
Bethany-Kris ,none
Ron Franscell ,none
Jonathan Bernstein ,none
Sarah Brianne ,none
M.K. Eidem ,none
John Barylick,none
Laura Bates ,1986-08-27
Rafi Mittlefehldt ,none
Michael Hall,none
Betsy Schow ,none
Anne Elisabeth Stengl ,none
Hester Young ,none
P. Dangelico ,none
Melissa de la Cruz ,1971-09-07
Anna Lee Huber ,none
Rowan Coleman ,none
Victoria Fox,none
Allen Eskens ,none
Jessica Hawkins ,1995-02-16
Michael Greger ,1972-10-25
David M. Glantz,1942-01-11
Augusten Burroughs ,1965-10-23
Eliza Granville,none
Dinesh D'Souza ,1961-04-25
Kathryn Hughes,1959-01-01
Noé Álvarez ,none
Tracey Garvis Graves ,none
Maika Moulite ,none
William Finnegan,none
Lian Tanner ,1951-03-17
LibScott,none
Janella Angeles ,none
Craig Alanson ,none
Allison Rush,none
E.K. Weaver ,none
Katie Reus ,none
Allyson James ,none
Brittany Candau,none
Tara Oakes ,none
Eve Newton ,2008-05-31
Joel L.A. Peterson ,none
Paige McKenzie ,none
Rayne Hall,none
Emily Nagoski ,none
Zyrobotics ,none
Alexis Pauline Gumbs ,none
Isabelle Broom ,none
F.T. Lukens ,none
Mary Doria Russell ,1950-08-19
J.L. Beck ,none
C.C. Hunter ,none
Taya Kyle,1974-09-04
Steven Weinberg,1932-05-03
Brooke Blaine,none
Patricia Perry Donovan ,none
Kim Slater,none
Marc Levy ,1961-10-16
Kazu Kibuishi ,1978-04-08
Richard Roberts ,none
Matthew Reilly,1974-07-02
Kate Eberlen,none
Krystal Sutherland ,none
Jorge Cham,none
Bella Forrest ,none
Inbali Iserles ,none
Kate Morton ,none
Emma Cline,none
Nicole Chung ,1981-05-05
Scott Meyer ,none
Amanda Dykes ,none
Wendy Walker ,none
Juman Malouf,none
Romina Garber ,none
Jonathan Green ,none
Jay Crownover ,none
Cameron Bane,none
Elle Cosimano ,none
Leila Howland ,none
Kelly Sue DeConnick ,1970-07-15
Jonas Karlsson,1971-03-11
Karen M. Gocsik,none
Aditi Khorana ,none
Natalie D. Richards ,none
Ramachandra Guha,1958-04-29
Mark Greaney ,1980-06-23
Kristi Ann Hunter ,none
