,0
Aaron M. Patterson ,none
Allan Wolf,none
Angela M. Hudson ,none
Heather Gudenkauf ,none
Trish Doller ,none
Brooke Cumberland ,none
S.L. Jennings ,none
Katherine Ewell ,none
Stuart Gibbs ,1969-06-11
Virginia Boecker ,none
Maggie Hall ,1853-12-26
Ayşe Kulin,1941-08-26
Affinity Konar ,none
Kamila Shamsie,1973-08-13
Cara Delevingne,1992-08-12
Laurie Forest ,none
Kirsty McKay,none
R.A. Salvatore,1959-01-20
Wiley Cash ,1977-09-07
Wesley Chu ,none
Chelsie Hill,none
Tom Spanbauer ,none
Caisey Quinn ,none
Spike Pitt ,none
Mary Robinette Kowal ,1969-02-08
Lisa M. Orban ,none
Marieke Nijkamp ,1986-01-23
Amanda Foody ,none
Violet LeVoit ,none
Justin A. Reynolds ,none
C.S. Friedman,1957-01-12
Lawrence M. Krauss,1954-05-27
Lisa M. Stasse ,none
Charlotte Stein ,none
Maya Cross ,none
S.G. Night ,none
Lyn Benedict,none
Leylah Attar ,none
William Manchester,1922-04-01
Jon Padgett ,none
Peter Wohlleben,none
Paul Hoffman,none
Tamera Alexander ,1961-08-08
J.A. London,none
Ka Hancock ,none
Deb Caletti ,1963-06-16
Jane Green ,none
Colleen Clayton ,none
Gina Rosati ,none
Lauren Hammond ,none
Ryan Loveless ,none
Zoë Marriott ,none
Lindy Zart ,none
K.R. Thompson,none
Adelle Waldman ,none
Leah Rae Miller ,none
Harper Sloan ,none
Robert Harris ,none
Takashi Hiraide,none
Carian Cole ,none
Kristen Orlando ,none
Adam Makos ,none
J.A. Saare ,none
Stacey Kade ,none
Lindsey Kelk ,1980-10-03
Kerrelyn Sparks ,none
Sue Lloyd-Roberts,1950-10-27
Kim Culbertson ,none
Jennifer Weiner ,1970-03-28
Sarra Cannon ,none
Leigh Fallon ,none
Jo Treggiari,none
Jody Gehrman ,none
David Wong ,none
Hajime Isayama ,1986-08-29
Lori Benton ,none
Megan Morrison ,none
Jazz Jennings,2000-10-06
Isabel Greenberg ,none
Emily Giffin ,1972-03-20
Hope Jahren ,1969-09-27
Bobbie Pyron ,none
Gemma Burgess,none
Sarah Jio ,1978-02-18
Jen Turano ,none
Suzanne Woods Fisher ,none
Kendall Ryan ,none
Kaoru Mori,1978-09-18
J.D. Robb ,1950-10-10
Caroline Carlson ,none
Jacqueline Wilson,1945-12-17
Jen Calonita ,none
Jackie French,1953-11-29
Tanya Byrne ,none
Nancy Kress ,1948-01-20
Dori Lavelle ,none
Drew Daywalt ,none
Michael McDowell,none
Peggy Kern,none
Eugene Vodolazkin,1964-02-21
Cece Bell ,1970-12-26
Dan Harris ,none
Susan Mallery ,none
Steven James ,none
Lauren Conrad,1986-02-01
Meljean Brook,none
Aimee Agresti ,none
Sandra Brown ,1948-03-12
Stan Lee,1922-12-28
Elizabeth May ,1954-06-09
Laura Marshall,1993-11-01
Ronie Kendig ,none
J.A. Templeton ,none
Angie Sage,1952-06-20
Valerie Zambito ,none
Charlie Fletcher ,none
Kate Elliott ,none
Aliette de Bodard ,1982-11-10
Lindsay Smith ,none
Leah Bobet ,none
Mercedes Lackey,1950-06-24
Django Wexler ,none
Victor Milán,1954-08-03
Amari Soul ,none
Phillip Hoose,none
Matt Killeen,none
Aisha Saeed ,none
J.R. Rain ,none
Emmanuel Carrère,1957-12-09
Lisa Desrochers ,none
Tom Sniegoski,none
Cindi Madsen ,none
Susan May Warren ,none
Sally Slater ,none
I.W. Gregorio ,none
Viv Albertine,1954-12-01
Rob Thurman ,none
Rona Arato,none
Jon Acuff ,none
Sophie McKenzie ,none
Polly Holyoke ,none
Gabrielle Tozer ,none
Liz Braswell ,none
Tessa Elwood ,none
Kate Moore ,none
Karen Cleveland ,none
Toshikazu Kawaguchi,none
Catherine Clark ,none
Matthew Cody ,none
Elyse Draper ,none
Mark Siegel ,none
Michael Farr,none
S. Walden,none
Ai Mi,none
Cora Reilly ,none
Corinne Duyvis ,none
Julianne MacLean ,none
Julie Otsuka,1962-05-15
Marissa Burt ,none
Andrew Fukuda,none
Faith Hunter ,none
Eliza Crewe ,none
Reki Kawahara,1974-08-17
Cherie Priest ,1975-07-30
Elizabeth Kolbert,1961-07-06
Brit Bennett ,none
Kelly Sue DeConnick ,1970-07-15
David McCullough,1933-07-07
Caitlín R. Kiernan,1964-05-26
Joel N. Ross,none
Wayne Koestenbaum,none
Kelly Yang ,none
Michael David Lukas ,none
Marie Force ,none
S.Q. Williams,none
Tara Sullivan ,none
Alanea Alder ,none
Taiye Selasi,1979-11-02
Allan Frewin Jones,1954-04-30
Bonnie Jo Campbell,none
Chris Rylander ,none
R.M. ArceJaeger ,none
Val McDermid,1955-06-04
Glen Duncan,none
J. Mark G. Williams,none
Reni Eddo-Lodge,1989-09-25
Carrie Fisher,1956-10-21
Andrea Randall ,none
Callie Hart ,none
Camron Wright ,none
Shannon Hale ,1974-01-26
Bill Nye,1955-11-27
Bern Bolo ,none
Rachel Simon ,none
Leah Clifford ,none
Heather Brewer ,1973-09-21
Morris Gleitzman,1953-01-09
David George Haskell,none
Sara Pennypacker,none
Tom King ,none
Sarah Howden,none
J.L. Paul ,none
Jill Mansell,none
Patrick Lee ,none
Caitlin Doughty,1984-08-19
Paul C. Nelson,none
Jeff Zentner ,none
Rosamunde Pilcher,1924-09-22
Demetri Martin,1973-05-25
Roland Smith,1951-11-30
Isamu Fukui,none
Katherine Pancol,1954-10-22
David Sedaris,1956-12-26
K.C. Lynn ,none
Tana French ,1973-05-10
Tammy Blackwell ,none
D.J. MacHale ,1955-03-11
Allison Pataki ,1984-11-25
Andrew Hodges,none
Tamora Pierce ,1954-12-13
Allen Zadoff ,none
Jason Segel,1980-01-18
Sophie Anderson ,none
Louise Rennison,none
Margot Livesey ,none
Brian Jacques,1939-06-15
Marie Hall ,1884-04-08
Kate Locke ,none
B.J. Novak ,1979-07-31
John Allison ,none
Krysten Ritter ,1981-12-16
Dr. Seuss,1904-03-02
Eileen Cook ,none
Lydia Kang ,none
Jim C. Hines ,1974-04-15
Dawn Kurtagich ,none
Devon Hughes,1972-08-01
Kate DiCamillo ,1964-03-25
Grace Lin ,none
Christoph Marzi,none
David Ebershoff ,1969-01-17
Jaleigh Johnson,none
Coco Simon,none
Priya Ardis ,none
E. Lockhart ,none
Kai Meyer ,none
Patricia Gibney,none
Friedrich Nietzsche,1844-10-15
J. Kenner ,none
Michelle Dalton,none
Felicia Day ,1979-06-28
Zoë Foster Blake,none
Anne Ursu ,none
Rolf Dobelli,1966-07-15
Tom Clancy,1947-04-12
Paul L. Maier,none
D.B. Reynolds ,none
Mike Vasich ,none
Jason Matthews,none
Mira Jacob ,1973-01-05
Jennifer Worth,1935-09-25
Julia Crane ,none
Kabi Nagata,none
Eleanor Brown ,none
Morgan Rice ,none
Kazue Kato,1980-07-20
Heidi McLaughlin ,none
H. Rider Haggard,1856-06-22
Melinda Salisbury,none
Paul Cornell ,1967-07-18
Janette Rallison ,1966-04-01
Jonathan Maberry ,1958-05-18
Alessandra Torre ,none
Penelope Fletcher ,1988-07-22
Wiesław Myśliwski,none
Chriselda Barretto ,none
Pete Hautman,none
Dale Cramer,none
Nate Silver,1978-01-13
Joanne Harris ,1964-07-03
John Locke,1632-08-29
Hervé Tullet,1958-06-28
Alan Gratz,1972-01-27
Edgar Cantero ,1981-05-27
Warren Ellis,1968-02-16
Kate Beaton,1983-09-08
Rachel M. Humphrey-D'aigle ,none
Jude Watson ,none
Kitty French ,none
Jessica Verdi ,none
Eloisa James ,none
Geoff Johns ,1973-01-25
Mike A. Lancaster ,none
Doug TenNapel ,1966-07-10
Epictetus,none
Melissa Lemon ,none
Shayla Black ,none
J.C. Reed ,none
Michael Punke,1964-12-07
Gareth Roberts,none
Gill Paul ,none
Antonio J. Méndez,none
Eva Gray,none
Chantal Fernando ,none
Amanda Lindhout ,1981-06-12
Greg Sestero,1978-07-15
Karen Kingston ,none
Thomas C. Foster,none
R.C. Sproul,1939-02-13
Jo Baker ,none
Natasha Boyd ,none
Pamela Clare ,none
Tim Tebow,1987-08-14
David Neilsen ,none
Belinda Boring ,none
Beverly Cleary,1916-04-12
Carl Hiaasen ,1953-03-12
Johanna Lindsey,1952-03-10
AbJohnson,none
Eve Langlais ,none
Claire Contreras ,none
Sharon Cameron ,none
David Rakoff,1964-11-27
Deanna Raybourn ,1968-06-17
Sudha Murty,1951-08-19
William H. Armstrong,none
Nyrae Dawn ,none
Susan Kaye Quinn ,none
John Sandford,none
Mo Willems,1968-02-11
Marianne de Pierres ,none
Miranda Hart,1972-12-14
Robin Parrish ,1975-10-13
Ian Rankin ,1960-04-28
Penelope King,none
Tracy Rees,none
Shelley Adina ,none
Shinji Moon ,none
Peter James,none
Richard Dawkins ,1941-03-26
Chris Bohjalian ,1962-08-12
Franny Billingsley,none
Joanna Wylde ,none
Kirstin Cronn-Mills,none
Caitlin Kittredge,1984-09
Stephanie Burgis ,1977-05-28
Christopher Scotton ,none
Kat Falls ,none
Gloria Steinem,1934-03-25
Esther Hautzig,none
Kyle Idleman,1962-07-01
Lauren St. John ,none
Patrick Radden Keefe,1976
Ann H. Gabhart ,none
Samuel Beckett,1906-04-13
Amber Kell,none
Courtney Cole ,none
Jonathan Morris,none
Patrick Carman ,1966-02-27
Carolyn MacCullough,none
Jim Ottaviani ,none
Gemma James ,none
Catherine Bybee ,none
Jennifer Haigh ,none
S.R. Mallery ,none
Cherise Sinclair ,none
Cathy Marie Buchanan ,none
Hillary Jordan ,none
Michelle Harrison ,none
Nicole Edwards ,1986-06-30
Ilsa Madden-Mills ,none
Dan Abnett ,1965-10-12
Erin Noelle ,none
Jim Benton,1960-10-31
Kitty Thomas ,none
Bo Burnham,none
John Dolan ,none
Lisa Kleypas ,1964-11-05
John Wiley & Sons,1807
Edward Rutherfurd ,none
Andrew Miller,none
Maggi Myers ,none
Marian D. Schwartz ,none
Chuck Grossart ,none
Roan Parrish ,none
Maurissa Guibord,none
Nick Hornby,1957-04-17
Alan Hollinghurst,1954-05-26
Justine Larbalestier,none
Kevin J. Anderson ,1962-03-27
Karly Kirkpatrick ,none
Jane Smiley ,1949-09-26
Anne Brontë,1820-01-17
Avi,none
Richard Fifield ,none
Helena Newbury ,none
Neil Young,1945-11-12
E.L. Montes ,none
Irvin D. Yalom,1931-06-13
Ravinder Singh,none
Avery Williams ,none
Evelyn R. Baldwin ,none
Erin Bowman ,1990-08-11
Jun Mochizuki,none
Claire Messud,none
Emma Hart ,none
Petteri Hannila ,none
Will Hill ,1990-03-07
David Sloan Wilson,none
Michael Bialys ,none
Ed Peterson,1924-06-27
Charlene Cross,none
Stephanie Skeem ,none
Beth Groundwater ,none
P.H.C. Marchesi ,none
Nicole Peeler ,1978-08-24
Rena Kornreich Gelissen,none
T.R.G. ,none
Buddy Levy ,none
Suzy Kassem,none
Lorii Myers ,none
Rupinder Gill,none
Martin Treanor ,none
Amy Asbury ,none
Christine Nolfi ,none
Pierre Van Rooyen ,none
Charlotte Blackwell ,none
P.D. Griffith ,none
M,none
Debbie Jones ,none
Roma Calatayud-Stocks ,none
Shea Berkley ,none
S.E. Foulk ,none
Elizabeth J. Kolodziej ,none
U.L. Harper ,none
"Stephen ""Steve-O"" Glover",none
Kenol Policard ,none
Margaux Fragoso,1979-04-15
Daniel A. Kaine ,none
Belle Whittington ,none
Ankita Chadha ,none
Jill Rowan ,none
Brooke Gladstone,none
Arnold Henry ,none
Tim Young ,none
Molly Elwood ,none
Andrew Murray,none
Shawn Thomas Odyssey ,none
Jann Arden,1962-03-27
Jeffrey Pierce ,1971-12-13
Catherine Bliss ,1908-07-05
S.J. Johnson ,none
Spiro Dimolianis ,none
Randy Frazee,none
Roderick Thorp,none
Pamela Griffin,none
Ryan Winfield ,none
W. Mark Ormrod,1957-11-01
Samantha Sotto ,none
Kurt Timmermeister,none
Barbara Brown Taylor,1951-09-21
Zack Mason ,none
Aimee Lewis,none
Lara Johnson ,1993-06-12
Nia Shay ,none
Marcus Alexander ,none
Daniel Grant ,none
Robin Murphy ,none
L'Poni Baldwin ,none
Graham J. Sharpe ,none
Annabelle R. Charbit,none
Fabio Geda,1972-03
R. Alan Ferguson ,none
Melissa Jensen ,none
Melyssa Williams ,none
Dave Hill ,1946-04-04
Frank Olvera ,none
Anna Cruise ,none
Shelly Goodman Wright ,none
Tamara Gill ,none
Emily Kinney ,none
Javier A. Robayo ,none
Aurelia Haslboeck ,none
Ralph Peters,1952-04-19
R.S. Vern ,none
Ryan Boudinot ,1972-11-06
Jenn Cooksey ,none
Jennifer H. Westall ,none
J.C. Lamont ,none
Brad Thor ,1969-08-21
Alan Dale ,1947-05-06
Cerece Rennie Murphy ,none
Ralph Hagen,none
Jenny Twist ,none
Rob Lowe,1964-03-17
Kimberla Lawson Ro,none
Paul H. Yarbrough,none
Robert Hookey ,none
Rachel Hauck ,none
Peter Englund,1957-04-04
Shannon Dermott ,none
Airicka Phoenix ,none
Sara Alexi ,none
William D. Writer ,none
Douglas Hulick ,none
J.H. Trumble ,none
Richard Mason,none
David Stricklen ,none
Maggie A. Anderson ,none
Kelly Sheehy DeGroot ,none
David Bellos,none
J.M. Porup ,none
Marlies Adams Difante ,none
Lindsey Barraclough,none
Sophie Morgan ,1985-02-24
Ryan Frawley ,none
Joyce Carol Thomas,1938-05-25
Kelly Moore,1959-01-31
Michael Offutt ,none
Susan Ozimkiewicz,none
John Eldredge,1960-06-06
Katina Pittman,none
John Barrowman ,1967-03-11
Dannika Dark ,none
Adam Leitman Bailey ,1970-04-27
Fumi Hancock ,none
John Cantwell,none
David Jacks ,none
Irene Hannon ,none
Mark Caney ,none
Prajwal Parajuly,1984-10-24
Greta Nettleton ,none
Jason Mattera,1983-09-08
Helene Forst ,none
Andrew Blackwell,none
Amber Benson ,1977-01-08
Oliver Bowden,none
Daniel Diehl ,2005-10-26
Sherry Rummler ,none
Dawn Kopman Whidden ,none
Colin D. Mallard ,none
Esteban Contreras ,none
Erin Soderberg Downing ,1976-10-21
Brenda Novak ,none
L.L. Hansen,none
Favel Parrett,none
Devyn Dawson ,none
Thomas Peele ,none
Liz Harris ,none
J.H. Lee,none
Thomas Maltman ,none
Amy Joy Lutchen ,none
Garrison Keillor,1942-08-07
Kit Berry ,none
Craig Stone ,1988-12-29
Andrew James Pritchard ,none
Vardan Partamyan ,none
Rivera Sun ,none
Patrick C. Greene ,none
Kristan Higgins ,none
Becca Lee Nyx ,none
Felicity Heaton ,none
Kyle Shoop ,none
Jake Danishevsky ,none
David A. Bednar,2004-10-02
Jay Deb ,none
Dean F. Wilson ,none
G. Howell,none
Jacquelynn Gagne ,none
Belle Blackburn ,none
Renee Pawlish ,none
Nancy Bevilaqua ,none
Kristene Perron ,none
Amanda L.V. Shala,none
Travis Bradberry ,none
Deborah Ann ,none
T. Jackson King ,none
Stacy Green ,none
Will Millar ,none
Tracy Tegan ,none
Jenny Fiore ,none
Caela Carter ,none
Lee Davidson ,1968-06-30
Heather Wolf ,none
Brian V. Menard ,none
Anthony Carinhas,none
Tina Smith ,1958-03-04
J.S. Taylor ,none
Sherryl Woods ,1944-07-23
Jack W. Hayford,1934-06-25
Adrienne Vaughan ,none
Lyneal Jenkins ,none
Jamie Denton ,1963-01-20
Jessica Wood ,none
D.T. Dyllin ,none
Aral Bereux,none
Martin Gover ,none
Nicholas Mennuti ,none
Dallas Hartwig,none
David James ,none
Stacy A. Moran ,none
Casey Caracciolo ,none
Päivi Kannisto ,none
Arlene Lagos ,none
Candace Knoebel ,none
June M. Pace ,none
Maureen A. Miller ,none
Ross Willard ,none
Qasim Rashid ,1982-07-21
J.M. Richards ,none
Andie Lea ,none
Peter Meredith ,none
L.P. Swalheim ,none
Elizabeth Paradise ,none
J.H. Cardwell ,none
Rich Okun ,none
Beth Hoffman ,none
M.E. Lorde ,none
Emily Liebert ,none
Russell Blake ,1935-07-24
Steve Weber ,1943-06-22
Samuel W. Gailey ,none
Vicki Green ,1953-07-16
Elizabeth Ellen Carter ,none
Illumination Publishing,none
Janie Chang ,none
Jennifer Raygoza ,none
Christina Mandelski ,none
Michael Makai,none
Christine Kersey ,none
Sarah J. Pepper ,none
Sally Ember ,none
Gordy Marshall,none
Tilia Klebenov Jacobs ,none
Olivia Thorne ,none
Mark Allen Smith ,none
Mark McLaughlin ,1975-12-02
Alan Partridge ,none
Mitzi Szereto ,none
Natsume Ono,1977-07-09
Morgan Parker ,none
Jack Canfield,1944-08-19
Aidan Chambers,none
Anita Amirrezvani ,none
Morgan Carver Richards,none
Fiona Paul,none
Tabetha Thompson ,none
Dan Haring ,none
Viktoriya Molchanova ,none
Gregory Denaro ,none
Stan Taylor,none
Timothy Patrick ,1993-11-23
Alan de Queiroz,none
Ruth Hull Chatlien ,none
Tony Newton ,none
Refaat Alareer ,none
Jillian Watts ,none
Donna Grant ,none
Liz Fielding ,none
Pradeep Chaswal ,none
Tahnee Fritz ,none
Heather Long ,none
Danielle Stewart ,none
Dormaine G. ,none
Erik Daniel Shein ,none
M.L. Welsh,none
N.H. Watkins,none
Elen Ghulam ,none
Natasza Waters ,none
Dara Ratner Rochlin ,none
Cecy Robson ,none
Mark Cheverton ,none
Danny Wallace,none
N.G. Osborne ,none
Art Corriveau,none
Logan Patricks ,none
Olaf Stapledon,1886-05-10
Beth Kephart ,none
Nancy Grossman,1940-04-28
Rihito Takarai,2015-12-15
T.A. Uner ,none
Amanda Hodgkinson ,1965-10-25
Rusty Fischer ,none
Santino Hassell ,none
S.K. Logsdon,none
David Vann ,none
Georgina Guthrie ,none
Bhikkhu Bodhi ,1944-12-10
C.M. Fenn ,none
Lee Thomas ,none
Paul Christensen ,1996-04-15
Rinsai Rossetti ,none
Margaret Taylor ,1788-09-21
Billy Crystal,1948-03-14
Brenda S. Anderson ,none
Sandra Antonelli ,none
Danielle Vega ,1986-02-04
Guillem Balagué,1968-11-02
Phillip Tomasso III ,none
Susan Crandall ,none
Jeannette Walls,1960-04-21
B.L. Hoffman ,none
Chris Cannon ,1950-10-20
C.J. Anaya ,none
Eileen Goudge ,none
Trish Marie Dawson ,none
Alex Myers ,none
Chris Stralyn ,none
Gur Shomron ,none
Anthony Breznican,none
Lora Leigh,1965-03-06
Annie Weatherwax ,none
D. Bunyan ,none
Anna Staniszewski ,none
Anthony De Sa,none
Gabriel Brunsdon ,none
Toula Mavridou-Messer ,none
J. Abram Barneck ,none
David Anderson ,none
The Church of Jesus Christ of Latter-day Saints,1830-04-06
Elias Zapple ,none
Megan O'Brien ,none
Dana Fredsti ,none
Lauren Layne,none
Edward Southgate ,none
Melissa Se ,none
Natalie Vellacott ,none
Chase Blackwood ,none
William L.J. Galaini ,none
Faith Erin Hicks ,none
K. Bannerman ,none
Anuja Chandramouli ,none
Robyn Roze ,none
Sally Hepworth ,none
Owen H. Lewis ,none
Arie Farnam ,none
Dan Waldschmidt ,none
Chris Ryan,none
Brian Robert Smith ,none
Karen Kondazian ,1950-01-27
S.K. McCauley ,none
Richard Wolkomir ,none
Cynthia Harrod-Eagles,1948-08-13
John Toland,1670-11-30
Thomas King,none
Irum Zahra ,none
Warren Buffett,1930-08-30
Michael Barakiva ,none
Laura Wiess,none
Ted Cross ,none
Steven W. Horn ,none
Mason Cross ,none
J.R. Cagle ,none
Rob Skiba,none
Julieanne Reeves,none
E.L. Ervin ,none
Sapan Saxena ,none
Brent N. Hunter ,none
Steven Cross ,none
David Hartness ,none
Mary Elizabeth ,none
Ruth Dugdall ,none
Jared Brock ,none
Adam E. Mehaffey,none
Melinda Marshall Friesen ,none
Senate Select Committee on Intelligence,none
Leia Stone ,none
Federico Campagna ,none
Brian Hare,none
Zack Mitchell,1993-01-07
Markelle Grabo ,none
Alison Gillespie ,none
The Betches,none
Kelly St. Clare ,none
Dale S. Ailes,none
Christa Pierce,none
Matt Fraction ,1975-12-01
Alcatraz Dey ,none
Saira Viola ,none
Cynthia A. Morgan ,none
Dannielle Wicks ,none
Brad Feld ,none
Brandy Colbert ,none
Miranda Sings,none
Jenn Sadai ,none
Marc Secchia ,none
Kendall McKenna ,none
Chrysoula Tzavelas ,none
Jeff Povey ,none
Howard L. Anderson ,none
Sam Sisavath ,none
Laura Jarratt ,none
David Beaupre ,none
John Darnielle ,1967-03-16
Jasmine Lee ,none
Carole Devine ,none
M.A. Phipps ,none
Nicholas Ponticello ,none
William Nicholson,none
Rachel Robinson ,1922-07-19
Carole Matthews,none
Isabel Curtis ,none
Sarah Grimm ,none
Martine Bailey ,none
Stephen R. Donaldson,1947-05-13
James Islington ,none
Sophie Moss ,none
Robin Furth ,1965-06-11
Ryū Murakami,1952-02-19
Susan Flett Swiderski ,none
Ryka Aoki ,none
Richard McDowall ,none
Alaric Longward ,none
Chrissy Peebles,none
Mary Weber ,1962-08-24
J. Dylan Yates ,none
J.L. Drake ,none
Donald Jans ,none
L.V. George ,none
S.A. Bergen ,none
J.J. Sherwood ,none
Himanshu Arora ,none
Leah Rooper ,none
James Graham Wilson ,none
C.S. Oliver ,none
Maggie Georgiana Young ,none
Christine McKinley,none
Steve Jackson ,none
Sam Kean,none
Torrie Robles ,none
Anthony Valera ,none
Philip Allen Green ,none
Emmanuel M. Arriaga ,none
Kenichirou Takaki,none
Casi McLean ,none
Natalie Decker ,1997-06-25
N.L. Shompole ,none
Michelle R. Eastman ,none
Angela C. Castillo ,none
John Plaski ,none
Louis Sachar ,1954-03-20
Jennifer McKeithen ,none
Brittany Burgunder ,none
Zoe Mason King ,none
Patrick Winsor ,none
Noah Harris ,none
Vlad Zachary ,none
Jim Corbett,1875-07-25
M.R. Vallone ,none
Frank Scozzari ,none
Natalya Orekhov ,none
Charlie Donlea ,none
Zoë S. Roy ,none
Vineet Aggarwal ,none
Robin S. Sharma,none
J. Ryan Stradal ,none
M.S. Parker ,none
Demitria Lunetta ,none
Vasily Mahanenko ,none
E.J. Mellow ,none
Renita D'Silva ,none
Rene S. Perez II,none
Mikhail Lerma ,none
Ahmed Masoud,1991-12-15
César L. Baquerizo ,none
Jack L. Pyke ,none
Lori Robinson ,none
Seneca,none
Holly Sparks ,none
Steven Camden ,none
Mike Orms,none
Funky Chicken ,none
Shinry ,none
Erin A. Thomas ,none
Liz Coley ,none
Gabriel Packard,none
Bob Howard ,none
Avery Aames ,none
Becky Wallace ,none
Brenda Ashworth Barry,none
Kait Fennell,none
James Moloney,1954-09-20
Anonymous ,none
Britt Holewinski ,none
Ann Curtin ,none
Christos Tsiolkas,none
Ram Sivasankaran ,none
M.G. Vassanji,1950-05-30
Tyffani Clark Kemp ,none
Shawn William Davis ,none
Kiran Millwood Hargrave ,none
Meyer Levin,none
John Lewis-Stempel ,none
Petronela Ungureanu ,none
Leslie Wolfe ,none
Guy de Maupassant,1850-08-05
Shawn Johnson,1992-01-19
Veronika Gasparyan ,none
Teresa Michaels ,none
Alexander Boldizar ,none
Jennifer Brown,none
C.M. McCoy ,none
Tony Cartalucci,none
Michael Schofield ,none
Jeff Minerd ,none
Alessandro Boccaletti ,none
Jeff Menapace ,none
Shawn Raymond Poalillo ,none
A.J.J. Bourque,none
Traci Chee ,none
Zhixiong Zhang,none
AbMcDonald ,none
S.M. Wheeler ,none
Rebecca McNutt ,none
Ross Welford,none
Ron Rash ,1953-09-25
Victoria Danann ,none
Gregg Dunnett ,none
S. Ferguson ,none
Ashley Capes ,none
Michael Shean ,none
Niall Breslin,1980-10-22
Anna Jakobsson Lund ,none
Belsebuub ,none
Maggie Way ,none
Henrietta Clarke ,none
Natalia Schellhaas ,none
Louise Blackwick ,none
Anne Garréta,none
Terry Madden ,none
Raymond L. Poole,none
Adam Aust ,none
Ryan Schow,none
Shaune Bordere ,none
Mie Hansson ,none
Lila Bowen ,1977-10-21
Hana Hindráková ,none
Jennifer Jaynes,none
Joshua Lie,none
Avon Gale ,none
Joy Preble ,none
M.J. DeMarco ,none
ToAden ,none
Sarah Moore Fitzgerald,none
J.D. Estrada ,none
H.S. Crow ,none
Nicole Lyons ,none
Sara Ella ,none
Katie Hess ,none
Katharine Eliska Kimbriel ,none
Yukito Ayatsuji,1960-12-23
John Xeno ,none
Sylvia Whitman ,1981-04
Michael Eging ,none
Helen Harper ,none
Traci Hunter Abramson ,none
Kermit Roosevelt III ,1971-07-14
Rachna Khemchandani ,none
Charlamagne Tha God,1978-06-29
A.M. Rose ,none
Marguerite Bennett ,none
Lynda Renham ,none
Mamoona Arshad ,none
Atticus Poetry ,none
Victor Cornwall,none
Tarun Betala ,none
Christine Clayfield ,none
Tony Bartelme ,none
Anna Applegate ,none
Lee Winter ,none
Malorie Blackman ,none
V. Guyer ,none
Jessica Pennington ,none
Javier Marías,1951-09-20
Amy Hatvany ,none
Josh Malerman ,none
Melanie Finn ,none
Peter Wisan ,none
Tessa Fontaine ,none
C.B. Lee ,none
Ian C.P. Irvine ,none
Eden Summers ,none
A.S. Byatt,1936-08-24
Karen Fortunati ,none
Gina A. Jones ,none
Nathan Smith Jones ,none
James Vella-Bardon ,none
Sophie Hardcastle ,none
John R. Gregg ,1954-09-06
Rachel Walkley ,none
Donald Stratton,1922-07-14
Helen Keeble ,none
Roopa Pai,none
Susan Rodgers ,none
