isbn,main author
9781595148223,Morgan Rhodes 
9780140131680,Hanif Kureishi
9780670011834,Amy Efaw 
9781606840382,Alexandra Bracken 
9781594488399,Meg Wolitzer
9780380732234,Melvin Burgess
9780140442748,Alessandro Manzoni
9780441004386,Patricia A. McKillip
9780439443364,Eoin Colfer
9781608622832,Patricia H. Graham 
9780425181607,Stephen King 
9780140297997,W.G. Sebald
9780439087599,Rodman Philbrick
9780590554091,Tamora Pierce 
9780671723224,Nicholas Pileggi
9781101988855,Mark Lawrence 
9780316058292,Wendy Mass 
9780375424144,Craig Thompson
9780743243780,Frank McCourt
9780062330628,Robin Benway 
9781423368885,Nora Roberts 
9780525562023,Ocean Vuong
9780142404225,June Rae Wood
9780385736640,Brian Katcher 
9780761169253,Austin Kleon 
9780230763500,Frances Hardinge
9781934137192,Paul Harding
9781780334837,Jen Campbell 
9780689868207,Holly Black 
9781906727208,Mark Hodder 
9781439195864,Molly Harper 
9781595142757,Angela Morrison 
9780525520375,Tommy Orange 
9780441102679,Frank Herbert
9780345524492,China Miéville 
9781250074119,Cecelia Ahern
9781101883075,Martha Hall Kelly 
9780553299496,Isaac Asimov
9780312194390,Margaret George 
9780345515506,Tess Gerritsen 
9781596541368,Jean Genet
9780545326995,Raina Telgemeier 
9780142501849,Eva Ibbotson
9780544586505,Benjamin Alire Sáenz 
9780679740247,Terry Tempest Williams
9780316154857,Kate Atkinson
9780545448680,Brian Selznick
9781681195087,Brigid Kemmerer 
9780006514947,Laurie R. King 
9780385323284,Caroline B. Cooney
9780765348814,Steven Erikson 
9780062278814,Anne Blankman 
9780345321381,Barry Hughart
9780393328646,John Vaillant
9780027436297,Marguerite Henry
9780312424084,Michael Cunningham 
9781473202351,Joanne M. Harris
9780060559144,Joanne Harris 
9781616203214,Gabrielle Zevin 
9780553384154,James D. Bradley
9780670022687,Margaret Mazzantini
9780140189421,Saul Bellow
9781600102370,Joe Hill 
9780007240197,Ben Goldacre
9780316056090,Cornelia Funke 
9781612620244,Hajime Isayama
9780719568961,Amitav Ghosh
9780425285046,J.P. Delaney 
9781416979180,Lisa McMann 
9781524720964,Amie Kaufman 
9780316074230,David Foster Wallace
9780553535648,Julie Buxbaum 
9781101885963,Katherine Arden 
9780316380867,Ali Benjamin
9781569714027,Frank Miller 
9780805095418,April Henry 
9781793307507,L.J. Shen 
9781982110567,Stephen King 
9780316113786,Uwem Akpan
9781595546074,Andrew Klavan 
9781599903699,Jessica Day George 
9781626720947,Mariko Tamaki
9781416505495,Robert A. Heinlein
9780261102156,J.R.R. Tolkien
9781937007478,Mark Lawrence 
9781250079213,S. Jae-Jones 
9780446675253,Pete Hamill
9781594480867,Lian Hearn
9780152017682,Meredith Ann Pierce
9780553278743,David Brin 
9780385337632,Mary Lawson
9780439919470,Randa Abdel-Fattah
9781416917328,Sophie McKenzie 
9781594633119,Sarah Waters
9780385323062,Christopher Paul Curtis
9781559707596,Lars Saabye Christensen
9780593061732,Richard Dawkins 
9780425251270,Julie James 
9780765331960,Marie Brennan 
9780345325228,Lucia St. Clair Robson
9780385340557,Lee Child 
9781416505068,Matthew Reilly
9780618683079,Catherine Gilbert Murdock
9781407102849,Kate Forsyth 
9780763644109,Kate DiCamillo 
9780152024178,Roland Smith
9780230768802,Jeff Noon
9780763622596,M.T. Anderson
9780374299101,Marilynne Robinson
9780062643803,Becky Albertalli 
9780375714665,Marjane Satrapi
9781554682744,Lesley Livingston 
9780330397803,Judy Blume 
9781595143686,Wendy Wunder
9780142405451,Charles de Lint 
9780545054744,Francisco X. Stork 
9781442403154,Kenneth Oppel 
9781594489860,Steven Galloway
9780440244172,Karen Marie Moning 
9780545035354,Emily Rodda 
9780061147975,Joe Hill 
9780140544510,Jon Scieszka
9780618344581,Jon McGregor
9780755379286,Sarah Winman
9780451451804,Guy Gavriel Kay 
9780060878139,Alaa Al Aswany
9781580800464,Nicholas Monsarrat
9780689857706,Alex Sanchez 
9780756403010,Melanie Rawn
9780142302262,Roald Dahl
9780307594037,Will Schwalbe 
9780007136353,Louise Erdrich
9781401204259,Grant Morrison
9781857232523,Arthur C. Clarke
9780743287210,Anthony Swofford
9780761455820,Julia Golding 
9780316219037,Brian McClellan 
9780671869205,David McCullough
9780979018831,Lidia Yuknavitch 
9780701162726,Mordecai Richler
9780007443499,Janet Edwards 
9780804137256,Ernest Cline 
9780312857875,Brian Lumley
9781250122520,Leigh Bardugo 
9780525509714,Imbolo Mbue 
9780140296280,Susan Vreeland
9781400073849,Andrew Peterson 
9780440983569,Lois Duncan
9780061659256,Melissa Marr 
9781578568239,Donita K. Paul 
9780545178143,Kat Falls 
9780064473453,Diana Wynne Jones
9781250021526,Emily Murdoch 
9780374165734,David Finkel
9781400031573,Henning Mankell
9780440214922,Poppy Z. Brite 
9780805080322,Jim Dwyer
9780446359207,Dan Simmons
9780060875077,Heather O'Neill 
9780805090055,April Henry 
9780811216012,Tennessee Williams
9780842342711,Francine Rivers 
9780060518653,Mark Twain
9781595141910,Robin Benway 
9781416548485,James Lee Burke
9780307408846,Erik Larson 
9780340937686,John le Carré
9780595321803,Zilpha Keatley Snyder
9780778303763,Gena Showalter 
9780802141675,Sherman Alexie
9781419700255,Jonathan Auxier 
9780451232687,Gwen Hayes
9780062414212,Cynthia D'Aprix Sweeney 
9780689835681,Bill Martin Jr.
9780060298852,Diana Wynne Jones
9781400078639,Imre Kertész
9780399252518,Jacqueline Woodson 
9780689873256,Neal Shusterman 
9780451463159,Anne Bishop
9780375708275,Erik Larson 
9781594202841,Amy Chua
9780062076113,Jeaniene Frost 
9780670012091,Laurie Halse Anderson 
9781860464188,William Maxwell
9780399154348,Nora Roberts 
9780142437292,Saul Bellow
9780062285508,Rene Denfeld 
9780060736781,Adam Fawer
9780061928123,Jess Walter
9780374505240,Flannery O'Connor
9780689871214,Susan Cooper 
9780765307576,Charles de Lint 
9780140237207,Opal Whiteley
9780785268833,John Eldredge
9781401235413,Scott Snyder 
9780345461520,Robert E. Howard
9780749009519,Susanna Kearsley 
9780316216852,Lauren Beukes 
9780843960600,C.L. Wilson 
9780316197083,Jennifer Rush 
9780141186917,Ernst Jünger
9780312380960,Lisa Mantchev
9780156027595,Stanisław Lem
9780007352845,Stacia Kane 
9788129104595,Chetan Bhagat
9780062362599,Roxane Gay 
9780553580228,Dean Koontz 
9780099468646,Anthony Burgess
9780156032896,Jeanette Winterson
9780671578084,Lois McMaster Bujold 
9780399154300,William Gibson
9780349117621,Max Barry 
9780805093018,Herta Müller
9780525954972,Ken Follett 
9780446618472,Elizabeth Hoyt 
9781416983309,Ellen Hopkins 
9780446676649,Joan D. Vinge
9780143035473,Melissa Bank
9780061870934,Megan Whalen Turner 
9780312243111,Walker Percy
9780064400589,Jean Craighead George
9780152059880,Catherine Jinks
9780241141823,Paul Murray
9781860497667,Elizabeth Forsythe Hailey
9780425223253,Nalini Singh 
9780152055578,L.A. Meyer
9780800732110,Julie Lessman 
9780575096578,Charlaine Harris 
9781400067558,Katherine Boo
9780142004333,Jacqueline Winspear 
9780743263061,William Kennedy
9780375866678,Wendelin Van Draanen 
9781857988369,John Brunner
9780749932770,Nora Roberts 
9780718153229,Karen Maitland 
9781400068937,Helen Simonson 
9781631529856,Lene Fogelberg 
9780515130386,Nora Roberts 
9780425234334,Laurell K. Hamilton 
9780674430006,Thomas Piketty
9780515142860,Nora Roberts 
9780440229384,Chris Crutcher
9780679444329,Isabel Wilkerson 
9780618150731,Elizabeth Marie Pope
9780374292799,Thomas L. Friedman
9780553572940,Dan Simmons
9780786849000,Adam Rex 
9780812579840,John C. Wright
9780439918480,Lisa Ann Sandell 
9780307266354,Michael Ondaatje
9780765314420,Ginny Ror
9780553565218,Katharine Kerr 
9780786886326,Glen David Gold 
9780767919388,Bill Bryson
9780988491007,Ripley Patton 
9781439183366,Don Winslow 
9780375756788,Edmund Morris
9780786711642,Ira Levin
9780684874319,Michael Cunningham 
9780425215753,Nalini Singh 
9780399549731,Leigh Bardugo 
9780062795250,Becky Albertalli 
9780812994865,Naoki Higashida
9781473621442,Becky Chambers
9781250146076,Rainbow Rowell 
9780983774051,Jaye L. Knight 
9780399562464,Jojo Moyes 
9781478703099,Jalpa Willi
9781608191666,Ha-Joon Chang
9780981563619,Catherine M. Wilson 
9781416971771,Scott Westerfeld 
9780441011254,Ursula K. Le Guin
9780316194723,Donato Carrisi
9780571215287,Sebastian Barry
9781841959450,Niccolò Ammaniti
9780394720951,Robert A. Caro
9780446617000,Michelle Rowen 
9780394519432,Daniel Keyes
9780374351380,Leila Sales 
9780385425131,Ben Okri
9780375726637,Allan Gurganus
9780670038312,C.J. Sansom
9781934781821,Adam Levin
9780590442480,Willo Davis Roberts
9780062120397,Philipp Meyer 
9781742758510,Allyse Near 
9780618959716,Catherine Gilbert Murdock
9780312605391,Lisa Kleypas 
9781101934715,Kathleen Glasgow 
9780735212176,Mohsin Hamid
9781481481687,Christina Lauren 
9780802137951,J.P. Donleavy
9780375708114,Brian Greene
9780152063115,Susan Beth Pfeffer
9780143039228,Marcel Proust
9780385513531,David Grann
9780803734333,Antony John 
9780380731503,Louis Sachar 
9780671319649,Elizabeth Moon
9781101874998,Don Winslow 
9781101946619,Nathan Hill
9780345497451,Peach-Pit
9781882968282,Clifford D. Simak
9781400044948,Natsuo Kirino
9780316027427,Michelle Zink 
9780689870040,Sherryl Jordan
9780062104953,Soman Chainani 
9781250111173,Sarah Pinborough 
9780241144152,Zadie Smith
9781400064755,Curtis Sittenfeld 
9780679724148,Neil Sheehan
9781599901091,Jessica Day George 
9780684813783,Richard Rhodes
9780743482882,Linda Howard
9781621840299,Nadine Brandes 
9780062678102,S.A. Chakraborty 
9780439925501,Brandon Sanderson 
9780399155819,Nora Roberts 
9780983613114,Derek Ruiz 
9780765336408,Brian Staveley 
9780751557510,Carrie Hope Fletcher
9780765380722,Seth Dickinson 
9780553808056,Rebecca James 
9780061561559,Garth Nix 
9780778328186,Rachel Vincent 
9780300108484,Witold Gombrowicz
9781423101956,Perry Moore
9781451621372,Susannah Cahalan 
9781481432078,Lisa Maxwell 
9781524731656,John Carreyrou
9781597800440,Iain M. Banks
9780385493628,Simon Singh
9780439443821,Cynthia Lord
9780765310088,Steven Erikson 
9780553567151,Lurlene McDaniel 
9781501112331,Ruth Ware 
9781583220085,Nelson Algren
9781401201180,Alan Moore 
9780425203972,Lisa Valdez 
9780297854395,Keith Richards
9780451159762,Roger Zelazny
9780545055857,Laini Taylor 
9780802734372,Simone Elkeles 
9780802122551,Lily King 
9785010004941,Svetlana Alexievich
9780399154140,Ariana Franklin
9780618057078,Julian Jaynes
9781780620091,Marcus Sedgwick 
9781250034564,Chevy Stevens 
9781984831927,Erin A. Craig 
9780425241134,Laurell K. Hamilton 
9780141326924,Alex Scarrow 
9780345503824,Peter V. Brett 
9781449461072,Lang Leav 
9781862076556,Anna Funder
9780316007023,Dan Simmons
9780425226742,Julie James 
9780060821449,Steve Kluger 
9780451465276,Anne Bishop
9781594749476,Ashley Poston 
9781481497060,Neal Shusterman 
9780451463791,Jim Butcher 
9780340964989,Ted Dekker 
9780062117434,Christopher Healy 
9780385497442,Matthew Kneale
9781594202438,Deborah Blum
9780140156041,Don DeLillo
9780312364106,Kristin Hannah 
9780152802172,Janell Cannon
9780425165584,Clive Barker 
9780316210171,Kami Garcia 
9780316200981,Cassandra Clare 
9780385351379,Jo Nesbø 
9781490904382,Hugh Howey 
9781250170750,Zoje Stage 
9780316074148,Gail Carriger 
9780802141293,Johanna Sinisalo
9780843949940,Christine Feehan 
9780684824710,Daniel C. Dennett
9780345327864,Anne McCaffrey
9780544968844,J.D. Barker 
9780804119436,Jane Smiley 
9780345350503,Gordon R. Dickson
9781421527611,Hiroshi Sakurazaka
9781423183099,Elizabeth Wein 
9781503949003,Robert Dugoni 
9780618585328,Laura Whitcomb 
9780375846892,Marcus Sedgwick 
9780316011273,Julie Anne Peters
9781563892875,Neil Gaiman 
9781847374592,Philippa Gregory 
9781626723634,Jen Wang 
9780062866561,Tahereh Mafi
9781400068326,Curtis Sittenfeld 
9780385312370,Patrick McCabe
9781573223553,Anna Gavalda
9781400095957,Kevin Brockmeier
9780399159374,Nora Roberts 
9780618658961,Paul Theroux
9781842551752,Michelle Paver
9780425202050,Irene Hunt
9780253200365,Apuleius
9780571212798,Banana Yoshimoto
9780684841212,Joseph Heller
9780312555115,Carol Lynch Williams
9780060817589,Shan Sa
9780061976797,Maureen Johnson 
9780425186190,Nora Roberts 
9780451216588,Sinclair Lewis
9780316204361,Malcolm Gladwell
9780316439954,Jessica Townsend 
9780590554107,Tamora Pierce 
9780152054595,L.A. Meyer
9780963192561,Anne Rice
9780743289467,Amy Hempel
9780064471961,Garth Nix 
9781408312759,R.J. Anderson 
9780062118691,Sarah Crossan 
9780886777715,Kate Elliott 
9780062676399,Tahereh Mafi
9780142404249,Joan Bauer
9780374506803,Isaac Bashevis Singer
9780765312181,Peter Watts 
9780007331789,Bernard Cornwell 
9780062225436,Kimberly McCreight 
9780316355896,Chris Colfer
9781524760786,John Boyne
9781842551141,Michelle Paver
9780440229087,David Almond
9780140081671,Albert B. Facey
9780060688240,Sheldon Vanauken
9780375424045,Leonard Mlodinow
9780060518509,James L. Swanson
9780307345424,Susan Faludi
9781400030804,Xinran
9781860469626,Jean-Christophe Grangé
9781400065745,Anna Quindlen
9781583334676,Steve Silberman
9781626726352,Jennifer Mathieu 
9780679737414,Peter Matthiessen
9780142501467,Mildred D. Taylor
9780670012824,Joan Bauer
9780399157851,Sharon Kay Penman 
9780425243916,Nalini Singh 
9780785190219,G. Willow Wilson 
9780156029667,Joseph O'Connor
9780743457927,John le Carré
9780547327686,L.A. Meyer
9780312427801,Yōko Ogawa
9780374104092,Jeff VanderMeer 
9780525522133,Ottessa Moshfegh
9780425205754,Nora Roberts 
9780064409599,Sharon Creech
9780385742092,Clare Vanderpool
9781416509158,James H. Schmitz
9780425220160,Nalini Singh 
9780553383836,Isabel Allende 
9780571203031,Paul Auster
9780670064182,Joseph Boyden
9780062104922,Soman Chainani 
9781590525845,Robin Jones Gunn 
9780375838811,N.D. Wilson 
9781563899423,Bill Willingham 
9780786716418,Peter James
9780330397827,Sharon Creech
9781552786642,Nancy Huston
9781416595182,Vince Flynn
9780375422485,Ngũgĩ wa Thiong'o
9780099449898,Raymond Carver
9780143035749,Mary Karr
9780571216260,Gilbert Adair
9780385526340,Chuck Palahniuk 
9780810984172,Lauren Myracle
9780380761326,Laura Kinsale 
9780316317788,Chris Colfer
9780099481249,Ian McEwan
9781616559458,Chuck Palahniuk 
9780802130662,Friedrich Dürrenmatt
9780671690717,Ann Rule
9780808595045,Sylvia Plath
9780399250538,Tim Bowler
9780451463784,Anne Bishop
9780316243711,Michael J. Sullivan 
9781101990261,Fiona Barton 
9780743272506,Philippa Gregory 
9780385334174,Kurt Vonnegut Jr.
9781423139935,Bridget Zinn
9780060533984,Sue Townsend
9780446580502,Stephen Colbert 
9780440241003,Lee Child 
9781423176374,Cristin Terrill 
9780571225903,Peter Carey
9781843431930,Magda Szabó
9780385495325,Simon Singh
9780425227947,Maya Banks 
9780370329321,Joseph Delaney 
9781841498072,Kelley Armstrong 
9780810115149,Danilo Kiš
9780141320632,Morris Gleitzman
9780375869549,Juliet Marillier 
9780547251271,Linda Sue Park
9781400034253,Halldór Laxness
9780345334312,Anne McCaffrey
9781401209148,Grant Morrison
9781439134344,Larry Correia
9781484763803,Robin Roe 
9780439309080,Douglas Wood 
9780525950608,Harlan Coben 
9780345346292,Carl Sagan
9780064406307,Karen Cushman 
9781501126062,Jesmyn Ward 
9780152057800,Edward Bloor
9780763618292,Celia Rees 
9780142407639,Sally Gardner
9780375724671,Peter Carey
9780786812400,Ann M. Martin
9780446671279,C.J. Cherryh 
9781566891813,Sam Savage
9781481442541,Ken Liu 
9781400072521,Jeffrey Overstreet 
9780060534059,Karin Slaughter 
9780671876463,Lois McMaster Bujold 
9780425238813,Jaci Burton 
9780857071958,Sarah Alderson 
9780618685509,Lois Lowry 
9780380703227,Susan Kay
9781596911055,Douglas Coupland 
9780316122795,Holly Goldberg Sloan 
9781787474406,Beth O'Leary 
9780374522216,Joan Didion
9780312424442,Tom Wolfe
9780765318411,Cherie Priest 
9781596912885,Shannon Hale 
9780374453091,Tove Jansson
9780525953685,Richelle Mead 
9781607069317,Brian K. Vaughan 
9781608195220,Jesmyn Ward 
9780345481399,Elizabeth Moon
9780688128975,Kevin Henkes
9780394756967,John Hersey
9780765316998,John Scalzi 
9780553804669,Cody McFadyen
9780553579758,Dean Koontz 
9780399256929,Ruta Sepetys 
9780312939779,Jeffrey Archer
9780140143911,Oscar Hijuelos
9780440910817,Madeleine L'Engle
9780307393869,Alice Hoffman 
9780439598385,David Shannon
9780553802023,Stephen Hawking
9780316132947,Annie Jacobsen 
9780553381337,Tom Wolfe
9781594486005,Marlon James
9780312383282,Janet Evanovich 
9780590590891,Louis Sachar 
9780307277749,Antonia Fraser
9780312614805,Jana Oliver 
9781596436589,Cory Doctorow
9780525426035,Andrew Smith
9780060560157,Sharon Creech
9780060876272,Frances Hardinge
9780449206522,James A. Michener
9781933718552,Mike Mullin 
9781841499000,Mira Grant
9781564782878,Carlos Fuentes
9780553447439,Matthew Desmond 
9780843959789,C.L. Wilson 
9780312546601,Sherrilyn Kenyon 
9780061082351,Catherine Anderson 
9780152051600,Anne Holm
9780307408860,Erik Larson 
9780425226735,Nalini Singh 
9780307264237,Toni Morrison
9780385342049,Sophie Kinsella 
9780060730550,Joe Simpson
9780345490384,Matthew Pearl 
9780804113472,Anne Tyler 
9780765317087,Jay Lake
9780330487146,V.S. Naipaul
9781481422345,Scott Westerfeld 
9781250078407,Meredith Russo 
9780192835901,James Hogg
9780679746317,Joseph Mitchell
9780676977738,Ami McKay 
9781416505013,Vince Flynn
9781573226882,Nick Hornby
9780452269569,MacKinlay Kantor
9780393311143,Barry Unsworth
9780394895895,Philip Pullman
9780375706417,Ha Jin
9780007273744,Robin Hobb 
9780425246955,Julie James 
9780140094299,Bruce Chatwin
9780839823285,Samuel R. Delany
9780449000755,Michael Blake
9780307960474,Jo Nesbø 
9780061054877,Robert Silverberg
9780099366614,James Ellroy
9780061957918,Kim Harrison 
9780060850890,Chris Crutcher
9780375424465,Daniel Kehlmann
9780374522872,John McPhee
9781401360214,Sergei Lukyanenko
9780061957895,Kim Harrison 
9780525952480,Jussi Adler-Olsen
9780316219365,Kevin Powers
9780060885410,Laura Ingalls Wilder
9780743450096,Guy Gavriel Kay 
9780060288136,Louise Rennison
9780064470308,Harold Keith
9781606410936,Lisa Mangum 
9780670785605,Sarah Dessen 
9781416997948,Brandon Mull 
9780765321534,Jo Walton 
9780316176538,Kate Atkinson
9780345353122,Larry Niven
9780007267019,Michael Morpurgo
9780857522818,Renée Knight
9780140296792,Ali Smith
9780061491887,Julia Quinn 
9781606840122,Pam Bachorz 
9780375836572,David Levithan 
9780684825397,Linda Hogan
9780802715357,Kate Summerscale
9780061626845,Eloisa James 
9781609452865,Elena Ferrante
9781841580654,Jeff Shaara
9781563891700,Neil Gaiman 
9780425184233,Robert Wilson 
9780060739423,Karen Cushman 
9780375858512,Jeanne Birdsall
9781741753592,Christos Tsiolkas
9781555973032,Nick Flynn
9780515124217,Nora Roberts 
9780375840906,Jeanne Birdsall
9780156188760,Katherine Anne Porter
9780393321982,Patricia Highsmith
9780253212344,Russell Hoban
9780553381900,Pat Conroy
9780812508642,Orson Scott Card
9780749934132,J.D. Robb 
9780140249439,John Updike
9780345419354,Anne McCaffrey
9781847382757,Sophie McKenzie 
9780375703713,Theodore Sturgeon
9780307960498,Jo Nesbø 
9780060539825,William Gibson
9780670023325,Blaine Harden 
9780802136343,Jerzy Kosiński
9780230758452,John Gwynne 
9781442458741,John Corey Whaley
9780007554836,Hyeonseo Lee 
9780064405850,Lois Lenski
9780545203371,Matthew J. Kirby
9780385342322,Alan Bradley 
9780679761648,Jun'ichirō Tanizaki
9780143035411,Jasper Fforde 
9780060693336,Dallas Willard
9780316109338,Jacob Bronowski
9781933633862,David Graeber 
9780713998948,Jon Stewart
9780380817900,Kinley MacGregor
9780141300511,Robert Cormier
9780345528674,Melanie Benjamin 
9781605980928,Camilla Läckberg 
9780312243081,Walker Percy
9780345459855,Stephen R. Donaldson
9780152055363,Patricia A. McKillip
9780061719547,Craig Ferguson
9780752809441,Michael Connelly 
9780061259357,Lisa Kleypas 
9781400044221,Giorgio Bassani
9780385343664,Tom Rachman
9780982477762,Carrie Salo 
9781599324654,T.S. Krupa 
9780575099128,Alastair Reynolds
9780756406608,Kristen Britain
9781941360163,Charlie J. Eskew 
9780316132930,Vikram Chandra
9780060915438,Annie Dillard
9781416948063,Ashley Rhodes-Courter
9780375834660,David Levithan 
9780099447122,Richard Ford
9781503944374,Mark Edwards 
9780752882635,R.J. Ellory
9780380817702,Neil Gaiman 
9780142414125,Sarah L. Thomson 
9780743417327,Clive Barker 
9780743452618,Harlan Ellison 
9780385333214,Homer Hickam 
9780985166335,T.L. Shreffler 
9780804137386,Greg McKeown
9780316362474,Nicholas Eames 
9780062696601,Claire Legrand 
9780440419808,Lois Lowry 
9780689867460,Nancy Farmer 
9780061930058,Conor Grennan 
9780300108835,E.H. Gombrich
9781618731203,Sarah Rees Brennan 
9780735213739,Heather O'Neill 
9780061431623,Joanne Harris 
9781439167397,Félix J. Palma 
9781451629187,Jaycee Dugard
9781414333052,Gina Holmes 
9780810115903,Aleksandr Solzhenitsyn
9780990314417,John J. Davis
9780060514099,Georgia Byng
9780316421997,Alix E. Harrow 
9780385489515,Chitra Banerjee Divakaruni 
9780345459848,Stephen R. Donaldson
9780142405826,Eva Ibbotson
9781416989530,Holly Black 
9780425200407,Evan Wright 
9780553383072,George R.R. Martin
9780385666954,Kamila Shamsie
9780989465007,Laura Kaye 
9781608195213,Jesmyn Ward 
9780062354631,Meg Waite Clayton 
9780307377333,David Eagleman 
9780374155018,André Aciman 
9781368012355,Roshani Chokshi 
9780743222952,Jamie O'Neill
9781576737330,Bruce H. Wilkinson
9780911903966,Don Rosa
9780425266892,James R. Hannibal 
9781585678259,Austin Tappan Wright
9780765326997,Katherine Addison 
9781620408339,Natasha Pulley
9780553392951,Robin Hobb 
9780060890353,Geraldine McCaughrean
9780007382224,Rebecca Lim 
9780618535798,Joan M. Wolf
9780316246576,Gavin Extence
9780062398901,Brittany Cavallaro 
9780062387653,Pittacus Lore
9780060094898,Chris Crutcher
9780060586379,Ann-Marie MacDonald
9780805092431,Alden Bell
9780618250745,Jean Lee Latham
9780156032520,Amos Oz
9780802135353,Matt Ruff 
9781481443364,Scott Westerfeld 
9781481432542,Jenna Evans Welch 
9780399180118,Sylvain Neuvel 
9780618709861,Tim O'Brien
9780143039471,John Steinbeck
9780312367923,Autumn Cornwell 
9780316066341,Lori Lansens 
9780553383577,Jeff VanderMeer 
9780312313692,Brian Malloy 
9780571195268,John McGahern
9780618150762,Elizabeth George Speare
9780439846837,Kazu Kibuishi 
9780399168031,Stacey Lee 
9780767919401,Bill Bryson
9780425215685,J.D. Robb 
9780060535452,Kevin Henkes
9780802136633,Tom Spanbauer 
9781595141958,Allegra Goodman 
9780439903462,Judy Blundell
9781416551768,Jeri Smith-Ready 
9780060562496,Lisa Kleypas 
9780393343403,Stephen Greenblatt
9780312423186,Colum McCann 
9780545290593,Rick Riordan 
9780743460507,Ann Rule
9780061020025,Guy Gavriel Kay 
9780451037701,James D. Watson
9780316074155,Gail Carriger 
9780819567147,Samuel R. Delany
9780385604796,Malorie Blackman 
9780060954857,Matt Ruff 
9780385528191,Wes Moore
9780439903448,Gordon Korman
9780670021048,Geraldine Brooks 
9780812576405,Arthur C. Clarke
9780439874021,Pam Muñoz Ryan
9781101939499,Nic Stone 
9780399154010,J.D. Robb 
9780515141399,Nora Roberts 
9781400072514,Donita K. Paul 
9780452287310,Hitomi Kanehara
9780974320625,Travis Bradberry 
9780310247562,Karen Kingsbury 
9780375508738,Jane Jacobs
9781847171108,Celine Kiernan 
9780375835230,Lesley M.M. Blume
9780007489442,Holly Smale 
9781940456362,M.H. Boroson
9780399161483,Robert Crais
9781506700151,Michael Dante DiMartino 
9781455566020,David Baldacci 
9780571207992,Timothy Findley
9780446364751,Dan Simmons
9780307590619,George W. Bush 
9780688172374,Waris Dirie
9781910702604,Julian Barnes
9780316858540,Iain Banks
9781416983101,Tony DiTerlizzi 
9780142000328,Maggie O'Farrell 
9781250058669,Anna-Marie McLemore 
9781101994764,Tahereh Mafi
9780312275426,Jim Crace
9780553385649,Christopher Barzak 
9780142400586,John D. Fitzgerald
9780764227943,Karen Hancock
9780440228448,Lois Duncan
9780618430185,Mary Downing Hahn 
9780316010191,Alice Hoffman 
9780316161831,A.J. Cronin
9780553418842,Michel Faber
9781250122957,Nora Roberts 
9781101906729,Han Kang
9780679767855,Michael Ondaatje
9780330480062,Peter F. Hamilton 
9780446198073,Jacqueline Carey 
9780553373806,Starhawk 
9780141185460,Arthur Miller
9780224090575,Kevin Barry
9780670022786,Laura Harrington 
9781590172629,Stefan Zweig
9780812993011,Ed Catmull
9780062290106,Francesca Zappia 
9780446677929,Joe R. Lansdale
9780805097955,Heather Demetrios 
9781555977887,Carmen Maria Machado 
9780385482387,Chitra Banerjee Divakaruni 
9780345422552,David Eddings
9780374455033,Michael Ende
9780446610384,Octavia E. Butler
9780702229787,Peter Carey
9780802135278,Robert Coover
9780312863944,Gene Wolfe
9780670074235,Melina Marchetta 
9780312577209,Kristin Hannah 
9780312656744,Courtney Summers 
9780439686273,Stuart Hill
9780316579667,Brian Moore
9780062200648,Joe Hill 
9780871139184,Donna Leon
9780375821820,Carl Hiaasen 
9780393330472,Michael Lewis
9780060882037,Francine Prose 
9780553290240,David Brin 
9780547550763,Megan Bostic 
9780061655500,Jo Nesbø 
9780689821813,Sharon M. Draper 
9780099477570,Philip Roth
9781481404549,Morgan Matson 
9780804137171,Robert Jackson Bennett 
9780060298890,Diana Wynne Jones
9780310219231,Philip Yancey 
9781416987314,Stuart Gibbs 
9780547628400,Robin LaFevers
9780399151316,LaVyrle Spencer
9781401324292,Luis Carlos Montalván
9780062244758,Nadia Hashimi 
9780345808004,Miriam Toews
9780684829920,Jim Grimsley 
9780765378552,Brandon Sanderson 
9780448494500,Sabaa Tahir 
9780812524260,Orson Scott Card
9780575085152,Chris Wooding
9780765342300,Jane Yolen 
9780307948687,Jo Nesbø 
9781419711329,Jeff Kinney 
9780307719218,Daron Acemoğlu
9781451664126,John Irving 
9780062289254,Ilona Andrews 
9780062282712,Roxane Gay 
9781421586205,Inio Asano
9780765392039,Seanan McGuire 
9780553384048,Catherynne M. Valente 
9780679767879,Robert Musil
9780759529694,NaRae Lee 
9780440983248,Lois Duncan
9780060532291,Kenneth Oppel 
9780394825984,Monica Furlong
9781616203535,William Ritter 
9781449480127,Lang Leav 
9780671001131,Ann Rule
9780312421434,Naomi Klein
9780345419385,Anne McCaffrey
9780385340373,Mary Lawson
9781416906377,Cynthia Kadohata
9781877579028,Wolf Erlbruch
9780340919200,Lucy Dillon 
9780316200967,Cassandra Clare 
9780763665531,Sally Gardner
9781476755717,Bill Browder 
9780385349949,Sheryl Sandberg
9781406802788,Henry Adams
9781582347493,Mary Hoffman
9781561450749,Caroline Miller
9780380730353,Dennis Lehane 
9781442465954,Emily Carroll
9780440414537,Patricia Reilly Giff
9780765312792,Cory Doctorow
9780805080759,David Simon
9781606840795,Eilis O'Neal 
9780385722209,Dai Sijie
9780156032124,Karin Fossum
9780375871054,Sarah Rees Brennan 
9781250043238,Katherine Applegate
9781405092722,C.J. Sansom
9780553580075,Kim Stanley Robinson
9780786836611,Charlie Higson
9780060751968,Kerrelyn Sparks 
9780810984301,Michael Buckley
